Genome	7_A_MEL_host_removed_R1_1700000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	13.91272
total_phage_417	4.34874
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	127.20462
virome_phage_752	0
total_phage_788	0
virome_phage_34	0
virome_phage_2329	34.4611
total_phage_663	0
virome_phage_2402	2.2429004
virome_phage_2303	45.415634
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	11.851727
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	3.0770147
virome_phage_2274	26.825134
total_phage_730	42.44407
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	4.2918563
virome_phage_812	0
virome_phage_142	1.9094695
virome_phage_31	0
virome_phage_181	0
virome_phage_67	38.815727
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	5.284815
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	32.718372
total_phage_696	0
virome_phage_275	0
total_phage_731	79.142075
total_phage_930	0
virome_phage_2270	0
virome_phage_118	0
total_phage_294	0
virome_phage_2398	4.7621174
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	1.6993713
virome_phage_792	0
total_phage_175	5.462948
virome_phage_2254	0
virome_phage_2342	6.758864
total_phage_483	0
virome_phage_890	2.2734506
virome_phage_2914	2.4943109
total_phage_413	19.574347
total_phage_512	0
virome_phage_2624	1.6905041
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	2.4001951
total_phage_174	0
virome_phage_117	4.2506194
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	18.806118
virome_phage_2343	61.4985
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	242.8003
virome_phage_2401	1.6742098
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	735.4646
virome_phage_153	63.686188
virome_phage_2465	39.53321
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	4.1362667
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	1.6417589
virome_phage_831	5.578657
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	66.35196
virome_phage_843	0
virome_phage_2496	1.7317097
virome_phage_115	122.033356
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	18.188198
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	0
virome_phage_742	0
virome_phage_882	1.6925738
total_phage_416	0
virome_phage_791	0
total_phage_733	3.5322018
total_phage_102	3.4496317
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	16.896915
virome_phage_33	0
virome_phage_740	46.44671
virome_phage_2259	0
virome_phage_1199	29.641708
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	898.5207
virome_phage_1077	0
virome_phage_804	0
virome_phage_69	0
total_phage_1	3.7977467
virome_phage_2298	32.38545
virome_phage_23	0
virome_phage_4	9.955759
virome_phage_875	0
total_phage_808	8.573281
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	3.7904727
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	2.371185
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	2.1243796
virome_phage_826	0
virome_phage_839	0
virome_phage_86	0
virome_phage_87	0
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	80.34512
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	13.910196
virome_phage_760	0
total_phage_803	0
virome_phage_119	0
total_phage_638	0
virome_phage_183	169.29362
total_phage_11	0
virome_phage_2285	1.6200634
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	0
virome_phage_844	0
virome_phage_2912	2.104015
total_phage_795	16.348728
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	0
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	48.27978
virome_phage_744	0
total_phage_100	9.107834
total_phage_308	0
virome_phage_932	0
virome_phage_39	0
virome_phage_19	0
total_phage_123	0
virome_phage_27	0
virome_phage_78	0
