Genome	17_A_MEL_host_removed_R1_2700000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	17.777756
virome_phage_835	75.1702
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	2.2339513
total_phage_788	0
virome_phage_34	0
virome_phage_2329	2.8695457
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	11.093314
virome_phage_35	0
total_phage_249	0
total_phage_187	3.0451286
virome_phage_857	1.845332
virome_phage_899	1.641719
total_phage_526	0
virome_phage_876	46.23441
virome_phage_770	5.5687222
virome_phage_846	15.250056
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	1.9276606
total_phage_117	3.402594
virome_phage_2345	0
virome_phage_812	7.024769
virome_phage_142	5.3334894
virome_phage_31	0
virome_phage_181	0
virome_phage_67	34.245872
virome_phage_855	2.3935273
virome_phage_898	2.5892913
virome_phage_48	0
virome_phage_851	2.126037
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	5.0760646
total_phage_12	0
virome_phage_778	21.568365
virome_phage_854	4.4524856
total_phage_639	0
virome_phage_864	1.7569194
virome_phage_993	482.67398
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	43.43732
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	40.77989
total_phage_294	18.078157
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	3.5030327
total_phage_366	0
virome_phage_766	3.6420221
total_phage_798	0
virome_phage_792	26.310102
total_phage_175	17.229122
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	13.096648
virome_phage_2914	0
total_phage_413	229.12425
total_phage_512	0
virome_phage_2624	0
total_phage_113	131.99779
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	45.327606
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	13.254192
virome_phage_815	16.494345
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	66.15186
virome_phage_1849	0
virome_phage_960	222.64986
virome_phage_272	0
virome_phage_1063	1.4543352
virome_phage_782	4.5714746
virome_phage_847	3.4752467
virome_phage_177	0
virome_phage_808	16.500488
virome_phage_12	0
virome_phage_866	2.6100829
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	20.581758
total_phage_785	9.779041
total_phage_783	4.699368
virome_phage_22	0
virome_phage_834	9.891641
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	2.394627
total_phage_658	0
virome_phage_913	2.0738845
total_phage_242	4.356326
total_phage_18	0
virome_phage_1236	6.3587565
virome_phage_2330	0
virome_phage_153	61.238342
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	5.414435
virome_phage_809	3.625189
total_phage_737	0
total_phage_246	3.698403
virome_phage_193	0
virome_phage_83	0
virome_phage_749	10.082973
total_phage_820	0
virome_phage_780	2.1810942
virome_phage_797	12.812145
virome_phage_2323	0
virome_phage_831	2.9749308
total_phage_735	8.045159
total_phage_738	4.081806
virome_phage_833	1.689568
virome_phage_881	6.921651
total_phage_479	0
virome_phage_759	33.06719
virome_phage_843	3.7706213
virome_phage_2496	0
virome_phage_115	5.7712455
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	87.70079
virome_phage_860	3.7751548
virome_phage_32	0
virome_phage_798	172.26285
