Genome	7_A_MEL_host_removed_R1_1400000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	11.354675
total_phage_417	3.6075552
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	104.73645
virome_phage_752	0
total_phage_788	0
virome_phage_34	0
virome_phage_2329	28.390461
total_phage_663	0
virome_phage_2402	1.766833
virome_phage_2303	36.777805
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	9.720055
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	2.285244
virome_phage_2274	22.112778
total_phage_730	35.06407
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	3.522902
virome_phage_812	0
virome_phage_142	0
virome_phage_31	0
virome_phage_181	0
virome_phage_67	31.833347
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	4.34788
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	26.865154
total_phage_696	0
virome_phage_275	0
total_phage_731	65.06174
total_phage_930	0
virome_phage_2270	0
virome_phage_118	0
total_phage_294	0
virome_phage_2398	3.7422836
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	0
total_phage_175	4.471006
virome_phage_2254	0
virome_phage_2342	5.6959157
total_phage_483	0
virome_phage_890	1.8394837
virome_phage_2914	1.9455439
total_phage_413	15.98273
total_phage_512	0
virome_phage_2624	0
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	1.9894739
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
