Genome	17_A_MEL_host_removed_R1_3500000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	23.242926
virome_phage_835	98.37654
virome_phage_997	2.1925578
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	2.9143856
total_phage_788	0
virome_phage_34	0
virome_phage_2329	3.6421702
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	14.608658
virome_phage_35	0
total_phage_249	2.920328
total_phage_187	3.9165733
virome_phage_857	2.3057635
virome_phage_899	2.0738049
total_phage_526	0
virome_phage_876	59.38585
virome_phage_770	7.374281
virome_phage_846	19.16984
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	2.5250738
total_phage_117	4.414546
virome_phage_2345	0
virome_phage_812	9.271151
virome_phage_142	7.0962048
virome_phage_31	0
virome_phage_181	0
virome_phage_67	44.52285
virome_phage_855	3.114043
virome_phage_898	3.2450442
virome_phage_48	0
virome_phage_851	2.6928604
total_phage_9	12.625988
virome_phage_41	0
total_phage_297	0
total_phage_360	6.4960685
total_phage_12	3.5794191
virome_phage_778	27.491903
virome_phage_854	5.648301
total_phage_639	0
virome_phage_864	2.3994892
virome_phage_993	626.5326
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	56.722023
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	52.743076
total_phage_294	23.200113
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	4.5030327
total_phage_366	0
virome_phage_766	4.716319
total_phage_798	0
virome_phage_792	33.91237
total_phage_175	22.696444
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	17.309818
virome_phage_2914	0
total_phage_413	296.61948
total_phage_512	0
virome_phage_2624	0
total_phage_113	171.05316
virome_phage_42	0
virome_phage_894	1.9874759
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	58.337715
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	17.26671
virome_phage_815	21.200975
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	85.65285
virome_phage_1849	1.2469589
virome_phage_960	284.86115
virome_phage_272	0
virome_phage_1063	1.9386457
virome_phage_782	6.1621447
virome_phage_847	4.475214
virome_phage_177	0
virome_phage_808	21.66623
virome_phage_12	0
virome_phage_866	3.3825629
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	26.808266
total_phage_785	12.838967
total_phage_783	6.0489416
virome_phage_22	0
virome_phage_834	12.741891
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	3.2819111
total_phage_658	0
virome_phage_913	2.8417947
total_phage_242	5.599632
total_phage_18	0
virome_phage_1236	8.260009
virome_phage_2330	0
virome_phage_153	79.82838
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	7.190435
virome_phage_809	4.714182
total_phage_737	0
total_phage_246	4.77841
virome_phage_193	0
virome_phage_83	0
virome_phage_749	13.046334
total_phage_820	0
virome_phage_780	2.9048343
virome_phage_797	16.273668
virome_phage_2323	0
virome_phage_831	3.897875
total_phage_735	10.461873
total_phage_738	5.2948885
virome_phage_833	2.2736921
virome_phage_881	8.807289
total_phage_479	0
virome_phage_759	42.404716
virome_phage_843	4.880977
virome_phage_2496	0
virome_phage_115	7.147544
total_phage_650	0
virome_phage_903	1.494918
total_phage_711	0
virome_phage_819	112.55899
virome_phage_860	5.050022
