Genome	17_A_MEL_host_removed_R1_3100000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	20.497673
virome_phage_835	87.063255
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	2.5662978
total_phage_788	0
virome_phage_34	0
virome_phage_2329	3.2936785
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	12.808178
virome_phage_35	0
total_phage_249	0
total_phage_187	3.4435174
virome_phage_857	2.1074822
virome_phage_899	1.8862005
total_phage_526	0
virome_phage_876	52.617207
virome_phage_770	6.621283
virome_phage_846	17.187235
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	2.280463
total_phage_117	3.8808205
virome_phage_2345	0
virome_phage_812	8.18399
virome_phage_142	6.280858
virome_phage_31	0
virome_phage_181	0
virome_phage_67	39.266933
virome_phage_855	2.7635882
virome_phage_898	2.9391954
virome_phage_48	0
virome_phage_851	2.346365
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	5.7882085
total_phage_12	0
virome_phage_778	24.579475
virome_phage_854	5.063866
total_phage_639	0
virome_phage_864	2.052836
virome_phage_993	556.09894
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	49.88762
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	46.50671
total_phage_294	20.697512
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	3.957354
total_phage_366	0
virome_phage_766	4.1463237
total_phage_798	0
virome_phage_792	30.116009
total_phage_175	20.110352
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	15.356863
virome_phage_2914	0
total_phage_413	262.76035
total_phage_512	0
virome_phage_2624	0
total_phage_113	150.98778
virome_phage_42	0
virome_phage_894	1.8156123
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	52.09521
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	15.443781
virome_phage_815	18.940655
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	75.503426
virome_phage_1849	0
virome_phage_960	253.33551
virome_phage_272	0
virome_phage_1063	1.6735755
virome_phage_782	5.395615
virome_phage_847	3.8805497
virome_phage_177	0
virome_phage_808	18.996597
virome_phage_12	0
virome_phage_866	3.0131807
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	23.795918
total_phage_785	11.259157
total_phage_783	5.325575
virome_phage_22	0
virome_phage_834	11.310926
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	2.7872295
total_phage_658	0
virome_phage_913	2.4368691
total_phage_242	5.035758
total_phage_18	0
virome_phage_1236	7.33516
virome_phage_2330	0
virome_phage_153	70.75037
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	6.108522
virome_phage_809	4.1497397
total_phage_737	0
total_phage_246	4.337617
virome_phage_193	0
virome_phage_83	0
virome_phage_749	11.456948
total_phage_820	0
virome_phage_780	2.578345
virome_phage_797	14.5541935
virome_phage_2323	0
virome_phage_831	3.472313
total_phage_735	9.199126
total_phage_738	4.64832
virome_phage_833	1.9941628
virome_phage_881	7.7952714
total_phage_479	0
virome_phage_759	37.66544
virome_phage_843	4.38552
virome_phage_2496	0
virome_phage_115	6.3953714
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	100.25305
virome_phage_860	4.40082
virome_phage_32	0
virome_phage_798	198.22934
