Genome	17_A_MEL_host_removed_R1_2600000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	17.027367
virome_phage_835	72.28225
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	2.1509578
total_phage_788	0
virome_phage_34	0
virome_phage_2329	2.7611692
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	10.611346
virome_phage_35	0
total_phage_249	0
total_phage_187	2.9319289
virome_phage_857	1.7928548
virome_phage_899	1.5641674
total_phage_526	0
virome_phage_876	44.343334
virome_phage_770	5.3186703
virome_phage_846	14.672055
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	1.8635353
total_phage_117	3.2106473
virome_phage_2345	0
virome_phage_812	6.589478
virome_phage_142	5.1498256
virome_phage_31	0
virome_phage_181	0
virome_phage_67	32.84919
virome_phage_855	2.2989223
virome_phage_898	2.4620695
virome_phage_48	0
virome_phage_851	2.0575805
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	4.865034
total_phage_12	0
virome_phage_778	20.87827
virome_phage_854	4.3030963
total_phage_639	0
virome_phage_864	1.6963855
virome_phage_993	465.36545
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	41.644096
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	39.166782
total_phage_294	17.385103
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	3.3809705
total_phage_366	0
virome_phage_766	3.5079336
total_phage_798	0
virome_phage_792	25.212372
total_phage_175	16.628227
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	12.714592
virome_phage_2914	0
total_phage_413	220.61917
total_phage_512	0
virome_phage_2624	0
total_phage_113	127.13176
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	43.805195
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	12.801995
virome_phage_815	15.869136
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	63.861706
virome_phage_1849	0
virome_phage_960	214.8601
virome_phage_272	0
virome_phage_1063	1.4194055
virome_phage_782	4.3640943
virome_phage_847	3.2642522
virome_phage_177	0
virome_phage_808	15.695257
virome_phage_12	0
virome_phage_866	2.4985256
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	19.734556
total_phage_785	9.362695
total_phage_783	4.506621
virome_phage_22	0
virome_phage_834	9.516155
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	2.2814577
total_phage_658	0
virome_phage_913	1.9461107
total_phage_242	4.231424
total_phage_18	0
virome_phage_1236	6.113174
virome_phage_2330	0
virome_phage_153	58.83352
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	5.278783
virome_phage_809	3.4227087
total_phage_737	0
total_phage_246	3.5534055
virome_phage_193	0
virome_phage_83	0
virome_phage_749	9.764798
total_phage_820	0
virome_phage_780	2.1337073
virome_phage_797	12.227521
virome_phage_2323	0
virome_phage_831	2.8360333
total_phage_735	7.750947
total_phage_738	3.9023578
virome_phage_833	1.6146523
virome_phage_881	6.689589
total_phage_479	0
virome_phage_759	31.979265
virome_phage_843	3.614931
virome_phage_2496	0
virome_phage_115	5.564786
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	84.45937
virome_phage_860	3.5567446
virome_phage_32	0
