Genome	17_A_MEL_host_removed_R1_1200000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	0
virome_phage_835	33.329033
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	0
total_phage_788	0
virome_phage_34	0
virome_phage_2329	0
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	4.848103
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	19.948538
virome_phage_770	2.5140355
virome_phage_846	6.7511396
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	2.9699986
virome_phage_142	2.3453069
virome_phage_31	0
virome_phage_181	0
virome_phage_67	15.1822195
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	2.1268494
total_phage_12	0
virome_phage_778	10.002042
virome_phage_854	1.8625273
total_phage_639	0
virome_phage_864	0
virome_phage_993	214.46133
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	19.115038
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	18.314898
total_phage_294	8.054983
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	1.6766849
total_phage_798	0
virome_phage_792	11.586829
total_phage_175	7.649344
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	5.8268666
virome_phage_2914	0
total_phage_413	101.285065
total_phage_512	0
virome_phage_2624	0
total_phage_113	57.889256
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	19.660723
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	6.0210247
virome_phage_815	7.3697386
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	30.287436
virome_phage_1849	0
virome_phage_960	98.46863
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	1.8742126
virome_phage_847	0
virome_phage_177	0
virome_phage_808	7.3880324
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	9.077004
total_phage_785	4.23445
total_phage_783	2.0911207
virome_phage_22	0
virome_phage_834	4.244208
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	0
virome_phage_1236	3.0690002
virome_phage_2330	0
virome_phage_153	27.46067
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	2.5984347
virome_phage_809	1.5566877
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	0
virome_phage_749	4.3563933
total_phage_820	0
virome_phage_780	0
virome_phage_797	6.106875
virome_phage_2323	0
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	3.0595767
total_phage_479	0
virome_phage_759	14.421064
virome_phage_843	1.6293014
virome_phage_2496	0
virome_phage_115	2.5897937
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	38.9876
virome_phage_860	1.5726624
virome_phage_32	0
virome_phage_798	76.486244
virome_phage_91	0
virome_phage_742	0
virome_phage_882	3.2729096
total_phage_416	0
virome_phage_791	440.72498
total_phage_733	0
total_phage_102	4.915936
