Genome	17_A_MEL_host_removed_R1_1700000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	11.168683
virome_phage_835	47.213947
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	1.4209214
total_phage_788	0
virome_phage_34	0
virome_phage_2329	0
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	6.9428787
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	28.20463
virome_phage_770	3.365155
virome_phage_846	9.542598
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	4.207877
virome_phage_142	3.3597794
virome_phage_31	0
virome_phage_181	0
virome_phage_67	21.6256
virome_phage_855	1.6030147
virome_phage_898	1.4913359
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	3.0817292
total_phage_12	0
virome_phage_778	13.966012
virome_phage_854	2.634611
total_phage_639	0
virome_phage_864	0
virome_phage_993	304.12213
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	26.95413
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	25.984045
total_phage_294	11.32012
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	2.0997915
total_phage_366	0
virome_phage_766	2.33437
total_phage_798	0
virome_phage_792	16.529573
total_phage_175	11.001809
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	8.289325
virome_phage_2914	0
total_phage_413	144.0502
total_phage_512	0
virome_phage_2624	0
total_phage_113	83.00639
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	27.998255
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	8.45486
virome_phage_815	10.478496
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	41.974663
virome_phage_1849	0
virome_phage_960	139.5003
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	2.7807152
virome_phage_847	2.0635085
virome_phage_177	0
virome_phage_808	10.107269
virome_phage_12	0
virome_phage_866	1.5134473
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	12.867392
total_phage_785	5.9597616
total_phage_783	2.976127
virome_phage_22	0
virome_phage_834	6.161553
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	2.4970992
total_phage_18	0
virome_phage_1236	4.205659
virome_phage_2330	0
virome_phage_153	39.181786
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	3.7372174
virome_phage_809	2.347321
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	0
virome_phage_749	6.207555
total_phage_820	0
virome_phage_780	1.4925636
virome_phage_797	8.229924
virome_phage_2323	0
virome_phage_831	1.8125347
total_phage_735	5.2303004
total_phage_738	2.6559577
virome_phage_833	0
virome_phage_881	4.407611
total_phage_479	0
virome_phage_759	20.756927
virome_phage_843	2.2942712
virome_phage_2496	0
virome_phage_115	3.734752
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	54.965885
virome_phage_860	2.269008
virome_phage_32	0
virome_phage_798	108.623116
virome_phage_91	0
virome_phage_742	0
virome_phage_882	4.702441
total_phage_416	0
