Genome	12_A_MEL_host_removed_R1_1400000.fq Trimmed Mean
virome_phage_46	6.7162924
virome_phage_2315	15.097966
total_phage_417	3.0164754
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	10.148469
virome_phage_752	0
total_phage_788	0
virome_phage_34	4.492807
virome_phage_2329	4.645954
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	3.3863316
virome_phage_35	1.4637535
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	5.039277
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	2.510439
total_phage_727	0
virome_phage_202	3.0375113
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	9.368056
virome_phage_31	2.9349654
virome_phage_181	360.61093
virome_phage_67	9.3215685
virome_phage_855	0
virome_phage_898	0
virome_phage_48	6.730231
virome_phage_851	0
total_phage_9	0
virome_phage_41	1.782234
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	0
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	30.435862
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	0
total_phage_696	0
virome_phage_275	108.416046
total_phage_731	16.848503
total_phage_930	0
virome_phage_2270	0
virome_phage_118	39.27215
total_phage_294	2.8428419
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	2.1131158
total_phage_175	3.9659245
virome_phage_2254	0
virome_phage_2342	6.891257
total_phage_483	0
virome_phage_890	7.1755247
virome_phage_2914	0
total_phage_413	74.05838
total_phage_512	0
virome_phage_2624	6.336606
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	3.1765156
virome_phage_2312	0
total_phage_174	3.4276173
virome_phage_117	3.1607738
virome_phage_77	3.813301
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	21.497337
virome_phage_1849	0
virome_phage_960	408.6836
virome_phage_272	11.122974
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	4.376843
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	1.9042312
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	24.839554
virome_phage_2401	212.55756
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	89.56742
virome_phage_1236	0
virome_phage_2330	161.80345
virome_phage_153	7.1472726
virome_phage_2465	0
virome_phage_14	1.9545376
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	5.3007956
virome_phage_83	43.009983
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	64.30352
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	6.0430226
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	6.9377356
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	1.4905964
virome_phage_798	0
virome_phage_91	13.240045
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	0
total_phage_102	0
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	6.6235714
virome_phage_33	2.7780948
virome_phage_740	3.1215334
virome_phage_2259	0
virome_phage_1199	236.96024
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	195.71436
virome_phage_1077	30.836771
virome_phage_804	0
virome_phage_69	9.537513
total_phage_1	3.851427
virome_phage_2298	0
virome_phage_23	9.620253
virome_phage_4	24.450699
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	2.0179691
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	0
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	9.127826
virome_phage_87	4.707191
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	12.348639
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	6.2962933
total_phage_638	0
virome_phage_183	144.58807
total_phage_11	0
virome_phage_2285	0
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	149.3766
virome_phage_844	0
virome_phage_2912	0
total_phage_795	8.469723
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	3.2241814
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	6.4809413
total_phage_308	0
virome_phage_932	0
virome_phage_39	2.730296
virome_phage_19	1.7014003
total_phage_123	0
virome_phage_27	87.8192
virome_phage_78	7.992417
virome_phage_107	2.5802891
virome_phage_2411	29.734415
virome_phage_2310	0
virome_phage_2300	0
total_phage_488	0
virome_phage_2305	0
virome_phage_1286	0
total_phage_357	0
virome_phage_219	2.2240832
virome_phage_75	0
virome_phage_76	18.77085
virome_phage_800	4.5583816
virome_phage_915	0
virome_phage_97	0
total_phage_4	0
total_phage_636	0
total_phage_796	4.34655
total_phage_609	0
virome_phage_2288	4.6132097
virome_phage_45	3.1903405
virome_phage_2403	46.198765
virome_phage_753	0
total_phage_189	0
virome_phage_2281	0
virome_phage_2306	0
total_phage_453	0
total_phage_415	0
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	0
virome_phage_814	0
virome_phage_1155	0
virome_phage_1411	0
virome_phage_911	0
total_phage_364	2.1868699
total_phage_368	0
total_phage_121	0
total_phage_692	0
virome_phage_1061	5.3554664
virome_phage_2299	0
virome_phage_21	3.4349935
virome_phage_70	0
virome_phage_802	0
total_phage_112	25.639578
virome_phage_925	0
total_phage_358	0
virome_phage_2382	0
virome_phage_110	59.760788
total_phage_172	4.944638
virome_phage_1873	0
virome_phage_1006	27.902863
virome_phage_768	0
total_phage_666	0
total_phage_5	0
virome_phage_2304	3.5961757
total_phage_0	0
virome_phage_2339	6.227822
virome_phage_61	70.32543
total_phage_729	0
virome_phage_817	0
virome_phage_824	0
total_phage_694	0
virome_phage_734	0
virome_phage_1668	0
virome_phage_26	32.815243
total_phage_371	0
virome_phage_2347	0
virome_phage_2355	0
total_phage_449	0
virome_phage_81	64.556595
virome_phage_776	0
virome_phage_774	0
virome_phage_28	18.329128
virome_phage_936	0
virome_phage_160	5.4357076
virome_phage_101	3.6361184
virome_phage_2319	200.12521
virome_phage_57	16.26962
virome_phage_2359	2.186053
virome_phage_909	4.2476635
virome_phage_54	0
virome_phage_736	0
virome_phage_2301	0
virome_phage_155	5.0786333
virome_phage_2322	0
virome_phage_741	0
total_phage_233	0
virome_phage_271	6.871338
total_phage_471	0
total_phage_713	0
virome_phage_8	6.279178
total_phage_446	0
total_phage_794	0
virome_phage_88	4.3523307
virome_phage_2272	0
total_phage_611	0
virome_phage_794	0
virome_phage_2320	0
virome_phage_176	31.664362
total_phage_369	0
virome_phage_154	20.385847
virome_phage_73	0
virome_phage_862	26.538994
total_phage_105	0
total_phage_605	0
virome_phage_2388	0
virome_phage_55	16.352858
virome_phage_2424	327.95557
virome_phage_746	0
virome_phage_900	0
total_phage_303	0
virome_phage_71	0
total_phage_363	0
virome_phage_2372	0
virome_phage_974	0
virome_phage_124	103.28365
total_phage_789	0
virome_phage_861	0
virome_phage_1467	0
total_phage_600	0
total_phage_362	3.5180736
virome_phage_7	10.115203
virome_phage_2282	0
virome_phage_2237	0
total_phage_254	161.4647
total_phage_240	0
virome_phage_1541	0
total_phage_443	2.0870104
virome_phage_2522	32.990456
total_phage_116	0
virome_phage_761	0
virome_phage_935	0
total_phage_935	0
virome_phage_2293	0
total_phage_934	0
virome_phage_868	0
virome_phage_9	0
total_phage_237	0
virome_phage_743	0
virome_phage_84	6.6154146
virome_phage_908	0
virome_phage_5	1.7269794
virome_phage_789	0
virome_phage_109	0
virome_phage_1565	0
virome_phage_151	6.5804377
virome_phage_904	0
virome_phage_837	0
virome_phage_63	0
virome_phage_10	36.02451
virome_phage_2269	10.878981
virome_phage_762	0
virome_phage_806	0
virome_phage_765	0
