Genome	12_A_MEL_host_removed_R1_500000.fq Trimmed Mean
virome_phage_46	2.3247647
virome_phage_2315	5.2377048
total_phage_417	0
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	3.625902
virome_phage_752	0
total_phage_788	0
virome_phage_34	0
virome_phage_2329	0
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	0
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	1.7607671
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	3.389609
virome_phage_31	0
virome_phage_181	128.49155
virome_phage_67	3.3038375
virome_phage_855	0
virome_phage_898	0
virome_phage_48	2.364487
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	0
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	0
total_phage_696	0
virome_phage_275	38.301617
total_phage_731	5.8605494
total_phage_930	0
virome_phage_2270	0
virome_phage_118	13.729916
total_phage_294	0
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	0
total_phage_175	0
virome_phage_2254	0
virome_phage_2342	2.4216218
total_phage_483	0
virome_phage_890	2.51004
virome_phage_2914	0
total_phage_413	26.196016
total_phage_512	0
virome_phage_2624	2.1595838
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	0
virome_phage_1849	0
virome_phage_960	144.93646
virome_phage_272	4.7121916
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	9.143299
virome_phage_2401	77.133934
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	32.15704
virome_phage_1236	0
virome_phage_2330	58.26519
virome_phage_153	2.5221322
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	15.507647
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	23.13889
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	0
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	2.4973934
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	4.624767
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	0
total_phage_102	0
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	2.284622
virome_phage_33	0
virome_phage_740	0
virome_phage_2259	0
virome_phage_1199	84.819695
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	68.87038
virome_phage_1077	10.979628
virome_phage_804	0
virome_phage_69	3.365523
total_phage_1	0
virome_phage_2298	0
virome_phage_23	3.4191444
virome_phage_4	8.839615
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	0
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	0
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	3.4156744
virome_phage_87	1.3908665
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	4.243776
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	2.2416584
total_phage_638	0
virome_phage_183	52.01345
total_phage_11	0
virome_phage_2285	0
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	52.602295
virome_phage_844	0
virome_phage_2912	0
total_phage_795	2.901129
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	0
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	0
total_phage_308	0
virome_phage_932	0
virome_phage_39	0
virome_phage_19	0
total_phage_123	0
virome_phage_27	30.52224
virome_phage_78	2.9406397
virome_phage_107	0
virome_phage_2411	10.533691
virome_phage_2310	0
virome_phage_2300	0
total_phage_488	0
virome_phage_2305	0
virome_phage_1286	0
total_phage_357	0
virome_phage_219	0
virome_phage_75	0
virome_phage_76	6.692602
virome_phage_800	1.5258691
virome_phage_915	0
virome_phage_97	0
total_phage_4	0
total_phage_636	0
total_phage_796	1.5937711
total_phage_609	0
virome_phage_2288	0
