Genome	12_A_MEL_host_removed_R1_1500000.fq Trimmed Mean
virome_phage_46	7.1173787
virome_phage_2315	16.192106
total_phage_417	3.2524385
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	10.981169
virome_phage_752	0
total_phage_788	0
virome_phage_34	4.8275423
virome_phage_2329	4.9443192
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	3.6083713
virome_phage_35	1.600253
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	5.463263
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	2.723382
total_phage_727	0
virome_phage_202	3.2377958
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	10.027851
virome_phage_31	3.108835
virome_phage_181	386.81454
virome_phage_67	10.030689
virome_phage_855	0
virome_phage_898	0
virome_phage_48	7.1035175
virome_phage_851	0
total_phage_9	0
virome_phage_41	1.8767397
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	0
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	32.688564
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	0
total_phage_696	0
virome_phage_275	117.01617
total_phage_731	18.062574
total_phage_930	0
virome_phage_2270	0
virome_phage_118	42.434845
total_phage_294	3.056911
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	2.2310443
total_phage_175	4.3060226
virome_phage_2254	0
virome_phage_2342	7.362873
total_phage_483	0
virome_phage_890	7.590772
virome_phage_2914	0
total_phage_413	79.33466
total_phage_512	0
virome_phage_2624	6.7502933
total_phage_113	0
virome_phage_42	1.3941251
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	3.4468033
virome_phage_2312	0
total_phage_174	3.642898
virome_phage_117	3.339141
virome_phage_77	4.075887
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	22.972221
virome_phage_1849	0
virome_phage_960	437.53622
virome_phage_272	11.771316
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	4.7212873
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	2.0208578
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	26.631535
virome_phage_2401	227.27505
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	96.473206
virome_phage_1236	0
virome_phage_2330	173.65804
virome_phage_153	7.779091
virome_phage_2465	0
virome_phage_14	2.0991113
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	5.6559653
virome_phage_83	45.83604
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	69.147545
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	6.509697
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	7.5546136
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	1.5815439
virome_phage_798	0
virome_phage_91	14.418375
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	0
total_phage_102	0
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	7.1017118
virome_phage_33	3.0431871
virome_phage_740	3.3215747
virome_phage_2259	0
virome_phage_1199	254.08311
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	208.22238
virome_phage_1077	33.202206
virome_phage_804	0
virome_phage_69	9.972413
total_phage_1	4.087982
virome_phage_2298	0
virome_phage_23	10.32244
virome_phage_4	26.110296
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	2.1685996
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	0
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	9.908978
virome_phage_87	5.093875
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	13.18963
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	6.6073103
total_phage_638	0
virome_phage_183	154.88203
total_phage_11	0
virome_phage_2285	0
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	160.28384
virome_phage_844	0
virome_phage_2912	0
total_phage_795	8.926274
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	3.4731686
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	6.858837
total_phage_308	0
virome_phage_932	0
virome_phage_39	2.9050963
virome_phage_19	1.8181819
total_phage_123	0
virome_phage_27	94.18258
virome_phage_78	8.520409
virome_phage_107	2.7414958
virome_phage_2411	32.3653
virome_phage_2310	0
virome_phage_2300	0
total_phage_488	0
virome_phage_2305	0
virome_phage_1286	0
total_phage_357	0
virome_phage_219	2.3545802
virome_phage_75	0
virome_phage_76	20.275192
virome_phage_800	4.897473
virome_phage_915	0
virome_phage_97	1.5962461
total_phage_4	0
total_phage_636	0
total_phage_796	4.6733923
total_phage_609	0
virome_phage_2288	4.861198
virome_phage_45	3.4325902
virome_phage_2403	49.543922
virome_phage_753	0
total_phage_189	0
virome_phage_2281	0
virome_phage_2306	0
total_phage_453	0
total_phage_415	0
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	0
virome_phage_814	0
virome_phage_1155	0
virome_phage_1411	0
virome_phage_911	0
total_phage_364	2.3499625
total_phage_368	0
total_phage_121	0
total_phage_692	0
virome_phage_1061	5.893303
virome_phage_2299	0
virome_phage_21	3.6753454
virome_phage_70	0
virome_phage_802	0
total_phage_112	27.697954
virome_phage_925	0
total_phage_358	0
virome_phage_2382	0
virome_phage_110	64.35742
total_phage_172	5.1898594
virome_phage_1873	0
virome_phage_1006	29.954992
virome_phage_768	0
total_phage_666	0
total_phage_5	0
virome_phage_2304	3.87413
total_phage_0	0
virome_phage_2339	6.6281757
virome_phage_61	75.44726
total_phage_729	0
virome_phage_817	0
virome_phage_824	0
total_phage_694	0
virome_phage_734	0
virome_phage_1668	0
virome_phage_26	35.30949
total_phage_371	0
virome_phage_2347	0
virome_phage_2355	0
total_phage_449	0
virome_phage_81	68.80257
virome_phage_776	0
virome_phage_774	0
virome_phage_28	19.549915
virome_phage_936	0
virome_phage_160	5.854266
virome_phage_101	3.8697426
virome_phage_2319	214.8177
virome_phage_57	17.50601
virome_phage_2359	2.3553417
virome_phage_909	4.5068526
virome_phage_54	0
virome_phage_736	0
virome_phage_2301	0
virome_phage_155	5.4873476
virome_phage_2322	0
virome_phage_741	0
total_phage_233	2.426622
virome_phage_271	7.2283154
total_phage_471	0
total_phage_713	0
virome_phage_8	6.714292
total_phage_446	0
total_phage_794	0
virome_phage_88	4.6053658
virome_phage_2272	0
total_phage_611	0
virome_phage_794	0
virome_phage_2320	0
virome_phage_176	34.565495
total_phage_369	0
virome_phage_154	21.525774
virome_phage_73	0
virome_phage_862	28.16063
total_phage_105	0
total_phage_605	0
virome_phage_2388	0
virome_phage_55	17.570698
virome_phage_2424	352.6372
virome_phage_746	0
virome_phage_900	0
total_phage_303	0
virome_phage_71	0
total_phage_363	0
virome_phage_2372	0
virome_phage_974	0
virome_phage_124	110.470726
total_phage_789	0
virome_phage_861	0
virome_phage_1467	0
total_phage_600	0
total_phage_362	3.716573
virome_phage_7	10.835711
virome_phage_2282	0
virome_phage_2237	0
total_phage_254	173.25595
total_phage_240	0
virome_phage_1541	0
total_phage_443	2.2194755
virome_phage_2522	35.48628
total_phage_116	0
virome_phage_761	0
virome_phage_935	0
total_phage_935	0
virome_phage_2293	0
total_phage_934	0
virome_phage_868	0
virome_phage_9	0
total_phage_237	0
virome_phage_743	0
virome_phage_84	7.0962667
virome_phage_908	0
virome_phage_5	1.8521758
virome_phage_789	0
virome_phage_109	0
virome_phage_1565	0
virome_phage_151	7.142136
virome_phage_904	0
virome_phage_837	0
virome_phage_63	0
virome_phage_10	38.726955
virome_phage_2269	11.652344
virome_phage_762	0
virome_phage_806	0
virome_phage_765	0
virome_phage_2294	0
virome_phage_123	5.5543613
total_phage_307	8.434686
total_phage_929	0
virome_phage_1004	47.58775
total_phage_188	0
total_phage_616	0
virome_phage_811	0
virome_phage_65	8.857721
total_phage_804	4.7310143
virome_phage_807	0
virome_phage_745	0
virome_phage_24	3.9134674
virome_phage_979	0
virome_phage_828	0
total_phage_604	0
total_phage_517	0
total_phage_305	0
virome_phage_793	0
virome_phage_1154	0
virome_phage_2327	0
virome_phage_758	0
total_phage_653	0
total_phage_122	0
virome_phage_859	0
total_phage_111	0
virome_phage_939	0
virome_phage_196	2.9577754
virome_phage_813	0
virome_phage_750	0
total_phage_231	0
virome_phage_735	0
virome_phage_871	0
virome_phage_756	0
virome_phage_2295	0
virome_phage_18	4.7342525
total_phage_664	0
total_phage_299	0
virome_phage_1770	0
virome_phage_842	0
virome_phage_158	12.31357
virome_phage_820	0
total_phage_114	0
virome_phage_68	0
virome_phage_769	0
total_phage_106	4.2322764
virome_phage_145	1226.5016
virome_phage_788	0
virome_phage_751	0
virome_phage_2324	10.21339
total_phage_179	0
virome_phage_912	0
total_phage_697	0
total_phage_809	0
virome_phage_37	1.8627392
virome_phage_1142	0
virome_phage_189	0
virome_phage_841	0
virome_phage_164	53.032364
total_phage_98	0
virome_phage_239	323.1267
total_phage_298	0
virome_phage_863	0
total_phage_497	0
total_phage_247	0
total_phage_745	1.9074637
virome_phage_172	0
virome_phage_25	49.983845
total_phage_743	89.27156
virome_phage_52	2.197923
virome_phage_1109	0
total_phage_487	0
virome_phage_2360	4.607952
total_phage_252	0
virome_phage_2385	0
virome_phage_783	0
total_phage_248	1.9226476
total_phage_244	0
virome_phage_739	4.927408
virome_phage_2313	0
virome_phage_955	0
total_phage_791	0
total_phage_637	0
virome_phage_796	0
virome_phage_754	0
virome_phage_58	0
virome_phage_838	0
total_phage_501	0
virome_phage_827	0
virome_phage_51	31.30787
virome_phage_47	0
virome_phage_2290	3.2412043
total_phage_95	0
total_phage_118	0
virome_phage_2389	0
virome_phage_870	0
virome_phage_1032	40.72925
virome_phage_2239	0
virome_phage_112	15.710897
virome_phage_2268	0
virome_phage_303	275.33896
virome_phage_152	67.227875
virome_phage_79	6.79557
virome_phage_2357	0
total_phage_293	0
total_phage_304	0
virome_phage_799	0
virome_phage_884	0
virome_phage_440	0
virome_phage_201	155.99268
virome_phage_2255	0
total_phage_797	3.2301097
virome_phage_2280	9.367024
virome_phage_893	0
virome_phage_16	0
virome_phage_949	0
total_phage_232	0
virome_phage_803	0
virome_phage_66	6.104496
total_phage_520	0
total_phage_782	3.1674473
virome_phage_914	0
virome_phage_786	0
virome_phage_787	0
virome_phage_144	4.3964157
total_phage_306	0
total_phage_176	0
total_phage_806	0
virome_phage_2275	0
virome_phage_906	0
virome_phage_59	1.667552
virome_phage_2308	0
total_phage_800	0
virome_phage_738	0
total_phage_99	0
virome_phage_1033	43.724
virome_phage_235	47.509945
virome_phage_11	0
virome_phage_2366	0
virome_phage_2325	0
virome_phage_2913	0
virome_phage_767	0
virome_phage_72	6.8120112
total_phage_525	0
virome_phage_902	0
virome_phage_2297	0
virome_phage_2	3.6496887
total_phage_361	0
virome_phage_64	7.144131
virome_phage_816	0
virome_phage_2238	0
virome_phage_845	0
total_phage_925	0
virome_phage_832	0
total_phage_655	0
virome_phage_771	10.786324
virome_phage_849	0
virome_phage_963	0
virome_phage_856	0
virome_phage_1784	0
virome_phage_840	0
total_phage_807	0
virome_phage_318	120.227684
total_phage_478	0
virome_phage_785	0
virome_phage_755	7.3704834
virome_phage_38	2.3762271
total_phage_715	0
virome_phage_2291	739.865
virome_phage_823	0
virome_phage_331	0
virome_phage_1	13.57906
total_phage_8	0
virome_phage_127	9.353566
virome_phage_280	1.4639564
virome_phage_191	211.27219
virome_phage_772	0
virome_phage_2400	0
virome_phage_779	0
virome_phage_2292	0
virome_phage_895	0
virome_phage_60	1.8234642
virome_phage_96	0
total_phage_445	0
total_phage_296	1.8663237
virome_phage_43	6.7490554
virome_phage_92	0
virome_phage_120	3.36245
virome_phage_2260	0
virome_phage_2346	1.9069427
virome_phage_867	0
virome_phage_15	4.3498077
virome_phage_2353	0
virome_phage_2350	0
virome_phage_747	0
total_phage_793	5.3801394
virome_phage_2328	0
virome_phage_865	0
total_phage_644	0
virome_phage_885	0
virome_phage_850	0
virome_phage_790	0
total_phage_739	0
total_phage_414	0
total_phage_245	2.5343416
total_phage_115	0
total_phage_734	0
