Genome	17_A_MEL_host_removed_R1_1900000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	12.430255
virome_phage_835	52.56318
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	1.5444574
total_phage_788	0
virome_phage_34	0
virome_phage_2329	1.9818794
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	7.8199987
virome_phage_35	0
total_phage_249	0
total_phage_187	2.1639335
virome_phage_857	1.2690934
virome_phage_899	0
total_phage_526	0
virome_phage_876	31.938305
virome_phage_770	3.8376498
virome_phage_846	10.822529
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	1.3900158
total_phage_117	2.3654563
virome_phage_2345	0
virome_phage_812	4.7045074
virome_phage_142	3.6896768
virome_phage_31	0
virome_phage_181	0
virome_phage_67	24.091124
virome_phage_855	1.8091114
virome_phage_898	1.6579357
virome_phage_48	0
virome_phage_851	1.4661311
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	3.4339824
total_phage_12	0
virome_phage_778	15.537999
virome_phage_854	2.9557154
total_phage_639	0
virome_phage_864	0
virome_phage_993	339.3471
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	30.08637
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	28.843153
total_phage_294	12.722052
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	2.3892152
total_phage_366	0
virome_phage_766	2.6607268
total_phage_798	0
virome_phage_792	18.342924
total_phage_175	12.172352
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	9.191853
virome_phage_2914	0
total_phage_413	161.0101
total_phage_512	0
virome_phage_2624	0
total_phage_113	92.81103
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	31.855284
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	9.51518
virome_phage_815	11.750072
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	46.728176
virome_phage_1849	0
virome_phage_960	156.44022
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	3.0692427
virome_phage_847	2.3225546
virome_phage_177	0
virome_phage_808	11.360427
virome_phage_12	0
virome_phage_866	1.6795396
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	14.450703
total_phage_785	6.6456194
total_phage_783	3.2631712
virome_phage_22	0
virome_phage_834	6.9928927
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	1.6428442
total_phage_658	0
virome_phage_913	1.4485735
total_phage_242	2.9581335
total_phage_18	0
virome_phage_1236	4.576493
virome_phage_2330	0
virome_phage_153	43.316883
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	4.338783
virome_phage_809	2.629948
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	0
virome_phage_749	7.0843844
total_phage_820	0
virome_phage_780	1.682013
virome_phage_797	9.139034
virome_phage_2323	0
virome_phage_831	2.0860794
total_phage_735	5.796663
total_phage_738	2.919595
virome_phage_833	0
virome_phage_881	4.997251
total_phage_479	0
virome_phage_759	23.052298
virome_phage_843	2.6324592
virome_phage_2496	0
virome_phage_115	3.9888103
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	61.47462
virome_phage_860	2.536966
virome_phage_32	0
virome_phage_798	121.271255
virome_phage_91	0
