Genome	17_A_MEL_host_removed_R1_2900000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	19.003998
virome_phage_835	80.95381
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	2.3978193
total_phage_788	0
virome_phage_34	0
virome_phage_2329	3.039782
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	11.859741
virome_phage_35	0
total_phage_249	0
total_phage_187	3.242459
virome_phage_857	1.9725986
virome_phage_899	1.8025098
total_phage_526	0
virome_phage_876	49.385334
virome_phage_770	6.189243
virome_phage_846	16.306152
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	2.1083276
total_phage_117	3.6005354
virome_phage_2345	0
virome_phage_812	7.6044645
virome_phage_142	5.8333073
virome_phage_31	0
virome_phage_181	0
virome_phage_67	36.80571
virome_phage_855	2.5273776
virome_phage_898	2.7373602
virome_phage_48	0
virome_phage_851	2.2169964
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	5.4444666
total_phage_12	0
virome_phage_778	23.01641
virome_phage_854	4.7376065
total_phage_639	0
virome_phage_864	1.9111586
virome_phage_993	519.59296
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	46.63831
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	43.739506
total_phage_294	19.504608
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	3.7735975
total_phage_366	0
virome_phage_766	3.881461
total_phage_798	0
virome_phage_792	28.210241
total_phage_175	18.640068
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	14.27275
virome_phage_2914	0
total_phage_413	246.12828
total_phage_512	0
virome_phage_2624	0
total_phage_113	141.35391
virome_phage_42	0
virome_phage_894	1.6759597
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	48.63061
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	14.314849
virome_phage_815	17.752197
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	70.89008
virome_phage_1849	0
virome_phage_960	238.05737
virome_phage_272	0
virome_phage_1063	1.5652354
virome_phage_782	4.941223
virome_phage_847	3.6867907
virome_phage_177	0
virome_phage_808	17.817862
virome_phage_12	0
virome_phage_866	2.8033183
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	22.161358
total_phage_785	10.517923
total_phage_783	4.972195
virome_phage_22	0
virome_phage_834	10.633688
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	2.587
total_phage_658	0
virome_phage_913	2.2917337
total_phage_242	4.665904
total_phage_18	0
virome_phage_1236	6.6891074
virome_phage_2330	0
virome_phage_153	66.27103
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	5.777739
virome_phage_809	3.8317842
total_phage_737	0
total_phage_246	4.0455666
virome_phage_193	0
virome_phage_83	0
virome_phage_749	10.755071
total_phage_820	0
virome_phage_780	2.380467
virome_phage_797	13.756467
virome_phage_2323	0
virome_phage_831	3.253896
total_phage_735	8.697259
total_phage_738	4.354798
virome_phage_833	1.846454
virome_phage_881	7.3537683
total_phage_479	0
virome_phage_759	35.340042
virome_phage_843	4.1204085
virome_phage_2496	0
virome_phage_115	6.0111475
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	94.27595
virome_phage_860	4.1217527
virome_phage_32	0
