Genome	7_A_MEL_host_removed_R1_2500000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	20.459957
total_phage_417	6.1945333
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	185.13766
virome_phage_752	0
total_phage_788	12.899097
virome_phage_34	0
virome_phage_2329	50.869373
total_phage_663	0
virome_phage_2402	3.2607036
virome_phage_2303	66.62082
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	17.711073
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	4.6922817
virome_phage_2274	39.13643
total_phage_730	62.46874
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	2.0832863
virome_phage_2345	6.452377
virome_phage_812	0
virome_phage_142	2.9445052
virome_phage_31	0
virome_phage_181	0
virome_phage_67	57.41444
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	4.022095
total_phage_12	0
virome_phage_778	7.985267
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	48.16393
total_phage_696	0
virome_phage_275	0
total_phage_731	116.71971
total_phage_930	2.881855
virome_phage_2270	1.5605035
virome_phage_118	0
total_phage_294	3.8545897
virome_phage_2398	6.990716
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.396373
virome_phage_792	0
total_phage_175	8.178502
virome_phage_2254	0
virome_phage_2342	10.213921
total_phage_483	0
virome_phage_890	3.3646972
virome_phage_2914	3.8495595
total_phage_413	28.47392
total_phage_512	0
virome_phage_2624	2.7505863
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	3.6647348
total_phage_174	0
virome_phage_117	6.2294817
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	2.2977734
virome_phage_2356	27.7686
virome_phage_2343	90.21499
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	3.2332733
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	358.30743
virome_phage_2401	2.509593
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	3.9232957
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	1083.2644
virome_phage_153	92.9487
virome_phage_2465	57.535805
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	6.4689856
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	2.5271218
virome_phage_831	8.209517
