Genome	12_A_MEL_host_removed_R1_800000.fq Trimmed Mean
virome_phage_46	3.7436156
virome_phage_2315	8.472313
total_phage_417	0
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	5.715829
virome_phage_752	0
total_phage_788	0
virome_phage_34	2.5659835
virome_phage_2329	0
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	0
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	2.9819627
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	1.5753219
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	5.279973
virome_phage_31	1.6013823
virome_phage_181	205.9541
virome_phage_67	5.364716
virome_phage_855	0
virome_phage_898	0
virome_phage_48	3.9333737
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	0
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	0
total_phage_696	0
virome_phage_275	62.56759
total_phage_731	9.53147
total_phage_930	0
virome_phage_2270	0
virome_phage_118	21.936607
total_phage_294	0
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	0
total_phage_175	0
virome_phage_2254	0
virome_phage_2342	3.8279524
total_phage_483	0
virome_phage_890	3.9934855
virome_phage_2914	0
total_phage_413	42.318977
total_phage_512	0
virome_phage_2624	3.5168524
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	1.9101186
virome_phage_2312	0
total_phage_174	1.7822777
virome_phage_117	1.8384576
virome_phage_77	2.118359
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	0
virome_phage_1849	0
virome_phage_960	232.8311
virome_phage_272	6.6779513
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	2.5179982
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	14.277831
virome_phage_2401	121.361145
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	52.22108
virome_phage_1236	0
virome_phage_2330	92.59706
virome_phage_153	3.9968088
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	3.1600144
virome_phage_83	24.706577
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	36.950893
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	3.3200722
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	3.8293986
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	7.4211884
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	0
total_phage_102	0
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	3.82149
virome_phage_33	1.4620246
virome_phage_740	0
virome_phage_2259	0
virome_phage_1199	136.37363
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
