Genome	7_A_MEL_host_removed_R1_2200000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	18.0585
total_phage_417	5.669217
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	163.26381
virome_phage_752	0
total_phage_788	11.419038
virome_phage_34	0
virome_phage_2329	45.26976
total_phage_663	0
virome_phage_2402	2.8411877
virome_phage_2303	58.549294
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	15.505154
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	4.0035186
virome_phage_2274	34.594166
total_phage_730	54.990063
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	5.6569657
virome_phage_812	0
virome_phage_142	2.6110156
virome_phage_31	0
virome_phage_181	0
virome_phage_67	50.65837
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	3.6621199
total_phage_12	0
virome_phage_778	6.9793105
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	42.340004
total_phage_696	0
virome_phage_275	0
total_phage_731	102.48928
total_phage_930	2.546058
virome_phage_2270	1.3681684
virome_phage_118	0
total_phage_294	3.384963
virome_phage_2398	6.108753
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.0932758
virome_phage_792	0
total_phage_175	7.2033353
virome_phage_2254	0
virome_phage_2342	8.69144
total_phage_483	0
virome_phage_890	2.9076815
virome_phage_2914	3.291495
total_phage_413	25.204184
total_phage_512	0
virome_phage_2624	2.4106097
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	3.2445817
total_phage_174	0
virome_phage_117	5.464728
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	1.9074434
virome_phage_2356	24.340197
virome_phage_2343	79.520035
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	314.2017
virome_phage_2401	2.1274135
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	3.432305
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	951.9337
virome_phage_153	82.24402
virome_phage_2465	51.549942
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
