Genome	7_A_MEL_host_removed_R1_2000000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	16.402489
total_phage_417	5.1597214
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	148.32529
virome_phage_752	0
total_phage_788	10.485927
virome_phage_34	0
virome_phage_2329	40.825424
total_phage_663	0
virome_phage_2402	2.6096225
virome_phage_2303	53.364124
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	14.147022
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	3.6265607
virome_phage_2274	31.531584
total_phage_730	50.025845
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	5.032079
virome_phage_812	0
virome_phage_142	2.369202
virome_phage_31	0
virome_phage_181	0
virome_phage_67	46.073006
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	3.3410366
total_phage_12	0
virome_phage_778	6.3360643
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	38.381966
total_phage_696	0
virome_phage_275	0
total_phage_731	93.318695
total_phage_930	2.303966
virome_phage_2270	0
virome_phage_118	0
total_phage_294	3.0709682
virome_phage_2398	5.5638413
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	1.9575092
virome_phage_792	0
total_phage_175	6.566194
virome_phage_2254	0
virome_phage_2342	7.8706574
total_phage_483	0
virome_phage_890	2.6668866
virome_phage_2914	2.9891973
total_phage_413	22.915722
total_phage_512	0
virome_phage_2624	2.1228018
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	2.875935
total_phage_174	0
virome_phage_117	5.0266037
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	1.6941202
virome_phage_2356	22.0687
virome_phage_2343	72.312294
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	285.35178
virome_phage_2401	1.8444226
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	3.0563428
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	866.08746
virome_phage_153	75.45624
virome_phage_2465	46.752636
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	5.061234
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	1.9613861
virome_phage_831	6.6275024
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	78.159615
virome_phage_843	0
virome_phage_2496	2.0639164
virome_phage_115	143.5792
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	21.15186
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	0
virome_phage_742	0
virome_phage_882	1.9678028
total_phage_416	0
virome_phage_791	0
total_phage_733	4.184163
total_phage_102	4.0878825
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	19.905466
