Genome	12_A_MEL_host_removed_R1_1200000.fq Trimmed Mean
virome_phage_46	5.6844797
virome_phage_2315	12.826229
total_phage_417	2.6285458
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	8.659977
virome_phage_752	0
total_phage_788	0
virome_phage_34	3.8223171
virome_phage_2329	3.8673933
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	2.8785553
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	4.327321
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	2.126962
total_phage_727	0
virome_phage_202	2.5794399
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	7.949971
virome_phage_31	2.5133026
virome_phage_181	309.90866
virome_phage_67	7.9955325
virome_phage_855	0
virome_phage_898	0
virome_phage_48	5.760885
virome_phage_851	0
total_phage_9	0
virome_phage_41	1.4900502
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	0
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	25.385307
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	0
total_phage_696	0
virome_phage_275	93.51227
total_phage_731	14.441123
total_phage_930	0
virome_phage_2270	0
virome_phage_118	33.349434
total_phage_294	2.4025142
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	0
total_phage_175	3.352827
virome_phage_2254	0
virome_phage_2342	5.7694016
total_phage_483	0
virome_phage_890	5.9296584
virome_phage_2914	0
total_phage_413	63.619926
total_phage_512	0
virome_phage_2624	5.307444
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	2.758141
virome_phage_2312	0
total_phage_174	2.8053281
virome_phage_117	2.719831
virome_phage_77	3.1719005
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	18.457312
virome_phage_1849	0
virome_phage_960	350.63052
virome_phage_272	9.641493
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	3.795812
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	1.6370158
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	21.261457
virome_phage_2401	181.60786
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	76.86064
virome_phage_1236	0
virome_phage_2330	138.69931
virome_phage_153	6.349388
virome_phage_2465	0
virome_phage_14	1.7221235
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	4.5121474
virome_phage_83	36.88424
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	55.2424
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	5.046472
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	5.8234644
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	11.467821
virome_phage_742	0
