Genome	7_A_MEL_host_removed_R1_1600000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	13.076898
total_phage_417	4.083928
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	120.009094
virome_phage_752	0
total_phage_788	0
virome_phage_34	0
virome_phage_2329	32.437115
total_phage_663	0
virome_phage_2402	2.030555
virome_phage_2303	42.758286
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	11.23154
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	2.7918274
virome_phage_2274	25.20423
total_phage_730	39.898373
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	0
virome_phage_2345	4.0821
virome_phage_812	0
virome_phage_142	0
virome_phage_31	0
virome_phage_181	0
virome_phage_67	36.57216
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	4.9969125
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	30.791817
total_phage_696	0
virome_phage_275	0
total_phage_731	74.5087
total_phage_930	0
virome_phage_2270	0
virome_phage_118	0
total_phage_294	0
virome_phage_2398	4.451772
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	0
total_phage_175	5.173634
virome_phage_2254	0
virome_phage_2342	6.428436
total_phage_483	0
virome_phage_890	2.1578362
virome_phage_2914	2.3293488
total_phage_413	18.32666
total_phage_512	0
virome_phage_2624	0
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	2.2556105
total_phage_174	0
virome_phage_117	3.9212573
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	17.66098
virome_phage_2343	58.128887
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	228.6577
virome_phage_2401	1.5080556
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	692.57104
virome_phage_153	60.026417
virome_phage_2465	36.943367
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	3.9149206
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	1.5796531
virome_phage_831	5.2784724
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	62.361908
virome_phage_843	0
virome_phage_2496	1.5521868
virome_phage_115	114.845505
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	16.909758
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	0
virome_phage_742	0
virome_phage_882	1.5885915
total_phage_416	0
virome_phage_791	0
total_phage_733	3.3402622
total_phage_102	3.1976013
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	15.963509
virome_phage_33	0
virome_phage_740	43.69105
virome_phage_2259	0
virome_phage_1199	27.571701
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	846.009
virome_phage_1077	0
virome_phage_804	0
virome_phage_69	0
total_phage_1	3.622684
virome_phage_2298	30.430708
virome_phage_23	0
virome_phage_4	9.3593235
virome_phage_875	0
total_phage_808	8.118258
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	3.5795968
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	2.2235003
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	2.0133746
virome_phage_826	0
virome_phage_839	0
virome_phage_86	0
virome_phage_87	0
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
