Genome	12_A_MEL_host_removed_R1_2500000.fq Trimmed Mean
virome_phage_46	11.820685
virome_phage_2315	27.337826
total_phage_417	5.3276463
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	1.4696373
virome_phage_116	18.424612
virome_phage_752	0
total_phage_788	0
virome_phage_34	7.943562
virome_phage_2329	8.222793
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	5.8065863
virome_phage_35	2.9597745
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	9.219465
virome_phage_770	0
virome_phage_846	10.543826
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	11.7418165
total_phage_786	0
virome_phage_49	4.2476263
total_phage_727	0
virome_phage_202	5.486373
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	16.559374
virome_phage_31	5.177159
virome_phage_181	647.0671
virome_phage_67	16.912317
virome_phage_855	0
virome_phage_898	0
virome_phage_48	11.942415
virome_phage_851	0
total_phage_9	0
virome_phage_41	3.2670796
total_phage_297	0
total_phage_360	3.4253585
total_phage_12	0
virome_phage_778	3.700039
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	53.90234
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	21.501486
total_phage_696	0
virome_phage_275	195.27718
total_phage_731	30.47368
total_phage_930	0
virome_phage_2270	0
virome_phage_118	69.77929
total_phage_294	5.304436
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.1465952
virome_phage_792	3.9311733
total_phage_175	7.0759134
virome_phage_2254	0
virome_phage_2342	11.701818
total_phage_483	0
virome_phage_890	12.773801
virome_phage_2914	0
total_phage_413	132.01927
total_phage_512	0
virome_phage_2624	10.912515
total_phage_113	0
virome_phage_42	2.4511056
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	5.5046105
virome_phage_2312	0
total_phage_174	5.977165
virome_phage_117	5.4707065
virome_phage_77	7.216977
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	38.43141
virome_phage_1849	0
virome_phage_960	731.2898
virome_phage_272	20.921103
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	1.8388267
virome_phage_808	0
virome_phage_12	7.882628
virome_phage_866	0
