Genome	12_A_MEL_host_removed_R1_1600000.fq Trimmed Mean
virome_phage_46	7.623775
virome_phage_2315	17.340528
total_phage_417	3.4461448
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	11.920193
virome_phage_752	0
total_phage_788	0
virome_phage_34	5.142757
virome_phage_2329	5.3651543
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	3.815902
virome_phage_35	1.7358096
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	5.78186
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	2.8533957
total_phage_727	0
virome_phage_202	3.4791105
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	10.574678
virome_phage_31	3.28004
virome_phage_181	414.04074
virome_phage_67	10.633397
virome_phage_855	0
virome_phage_898	0
virome_phage_48	7.5784116
virome_phage_851	0
total_phage_9	0
virome_phage_41	2.0300968
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	2.2449431
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	34.92464
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	0
total_phage_696	0
virome_phage_275	125.00331
total_phage_731	19.316961
total_phage_930	0
virome_phage_2270	0
virome_phage_118	45.018578
total_phage_294	3.2680883
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	2.390553
total_phage_175	4.580798
virome_phage_2254	0
virome_phage_2342	7.8638434
total_phage_483	0
virome_phage_890	8.084855
virome_phage_2914	0
total_phage_413	84.62382
total_phage_512	0
virome_phage_2624	7.0902696
total_phage_113	0
virome_phage_42	1.4769909
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	3.6511962
virome_phage_2312	0
total_phage_174	3.855163
virome_phage_117	3.5210521
virome_phage_77	4.377068
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	24.4116
virome_phage_1849	0
virome_phage_960	466.7038
virome_phage_272	12.637828
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	5.088537
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	2.186204
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	28.2456
virome_phage_2401	242.62784
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	0
total_phage_18	102.48589
virome_phage_1236	0
virome_phage_2330	185.17863
virome_phage_153	8.1150055
virome_phage_2465	0
virome_phage_14	2.2118673
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	6.038467
virome_phage_83	48.735226
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	73.76229
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	6.859971
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	8.197855
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	1.7097464
virome_phage_798	0
virome_phage_91	15.582167
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	0
total_phage_102	0
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	7.5519767
virome_phage_33	3.223595
virome_phage_740	3.5628757
virome_phage_2259	0
virome_phage_1199	271.63104
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	221.73503
virome_phage_1077	35.249516
virome_phage_804	0
virome_phage_69	10.557306
total_phage_1	4.308688
virome_phage_2298	0
virome_phage_23	11.038099
virome_phage_4	27.868711
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	2.285011
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	0
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	10.445767
virome_phage_87	5.3820367
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	13.992367
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
