Genome	17_A_MEL_host_removed_R1_2100000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	0
total_phage_417	13.590115
virome_phage_835	58.05524
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	0
virome_phage_752	1.7268977
total_phage_788	0
virome_phage_34	0
virome_phage_2329	2.2150867
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	8.646965
virome_phage_35	0
total_phage_249	0
total_phage_187	2.4019344
virome_phage_857	1.385878
virome_phage_899	0
total_phage_526	0
virome_phage_876	35.523632
virome_phage_770	4.236005
virome_phage_846	11.868376
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	0
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	1.5302019
total_phage_117	2.6294537
virome_phage_2345	0
virome_phage_812	5.2617946
virome_phage_142	4.113436
virome_phage_31	0
virome_phage_181	0
virome_phage_67	26.655485
virome_phage_855	1.9493067
virome_phage_898	1.8960756
virome_phage_48	0
virome_phage_851	1.6724802
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	3.790125
total_phage_12	0
virome_phage_778	17.007341
virome_phage_854	3.298979
total_phage_639	0
virome_phage_864	0
virome_phage_993	376.0021
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	33.62361
total_phage_696	0
virome_phage_275	0
total_phage_731	0
total_phage_930	0
virome_phage_2270	0
virome_phage_118	31.781265
total_phage_294	14.140892
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	2.7388172
total_phage_366	0
virome_phage_766	2.8931742
total_phage_798	0
virome_phage_792	20.411936
total_phage_175	13.39108
virome_phage_2254	0
virome_phage_2342	0
total_phage_483	0
virome_phage_890	10.295551
virome_phage_2914	0
total_phage_413	177.90356
total_phage_512	0
virome_phage_2624	0
total_phage_113	102.39565
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	35.339554
virome_phage_2312	0
total_phage_174	0
virome_phage_117	0
virome_phage_77	0
virome_phage_829	10.4714775
virome_phage_815	12.984927
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	51.317417
virome_phage_1849	0
virome_phage_960	173.94608
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	3.4581618
virome_phage_847	2.5881972
virome_phage_177	0
virome_phage_808	12.653599
virome_phage_12	0
virome_phage_866	1.8799872
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	16.022083
total_phage_785	7.4502316
total_phage_783	3.652565
virome_phage_22	0
virome_phage_834	7.688729
virome_phage_1507	0
virome_phage_2409	0
virome_phage_2401	0
virome_phage_825	1.7816391
total_phage_658	0
virome_phage_913	1.648671
total_phage_242	3.3246682
total_phage_18	0
virome_phage_1236	5.042384
virome_phage_2330	0
virome_phage_153	48.311626
virome_phage_2465	0
virome_phage_14	0
virome_phage_1675	4.7829566
virome_phage_809	2.791109
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	0
virome_phage_749	7.923686
total_phage_820	0
virome_phage_780	1.7638253
virome_phage_797	10.05368
virome_phage_2323	0
virome_phage_831	2.2822607
total_phage_735	6.3826513
total_phage_738	3.2068808
virome_phage_833	0
virome_phage_881	5.4883165
total_phage_479	0
virome_phage_759	25.719885
virome_phage_843	2.950058
virome_phage_2496	0
virome_phage_115	4.396728
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	67.98051
virome_phage_860	2.8490195
virome_phage_32	0
virome_phage_798	133.6039
virome_phage_91	0
