Genome	12_A_MEL_host_removed_R1_3200000.fq Trimmed Mean
virome_phage_46	15.187715
virome_phage_2315	34.600517
total_phage_417	7.024265
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	1.9074388
virome_phage_116	23.572014
virome_phage_752	0
total_phage_788	0
virome_phage_34	10.054402
virome_phage_2329	10.328601
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	7.2956266
virome_phage_35	3.7878106
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	11.341383
virome_phage_770	0
virome_phage_846	13.71926
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	15.006296
total_phage_786	0
virome_phage_49	5.299288
total_phage_727	0
virome_phage_202	6.8695717
virome_phage_901	0
total_phage_117	0
virome_phage_2345	4.8627534
virome_phage_812	0
virome_phage_142	21.496538
virome_phage_31	6.5302896
virome_phage_181	827.62897
virome_phage_67	21.650324
virome_phage_855	0
virome_phage_898	0
virome_phage_48	15.394367
virome_phage_851	0
total_phage_9	0
virome_phage_41	4.4007487
total_phage_297	0
total_phage_360	4.2482595
total_phage_12	0
virome_phage_778	4.5922155
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	69.15112
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	27.141726
total_phage_696	0
virome_phage_275	252.87524
total_phage_731	39.05009
total_phage_930	0
virome_phage_2270	0
virome_phage_118	89.31167
total_phage_294	6.6325684
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.7886648
virome_phage_792	5.237593
total_phage_175	9.042134
virome_phage_2254	0
virome_phage_2342	14.959315
total_phage_483	0
virome_phage_890	16.426298
virome_phage_2914	0
total_phage_413	169.37302
total_phage_512	0
virome_phage_2624	14.221571
total_phage_113	0
virome_phage_42	3.101537
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	7.048464
virome_phage_2312	0
total_phage_174	7.4549046
virome_phage_117	7.4921427
virome_phage_77	9.023145
virome_phage_829	3.5428755
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	48.966496
virome_phage_1849	0
virome_phage_960	934.3855
virome_phage_272	27.308739
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	2.2214897
virome_phage_808	0
virome_phage_12	10.052474
virome_phage_866	0
virome_phage_56	1.8992748
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	9.304344
total_phage_785	8.467174
total_phage_783	0
virome_phage_22	4.4878073
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	54.50203
virome_phage_2401	484.1314
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	4.170144
total_phage_18	206.55952
virome_phage_1236	0
virome_phage_2330	368.73187
virome_phage_153	16.203474
virome_phage_2465	0
virome_phage_14	4.414699
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	12.181923
virome_phage_83	96.15204
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	147.77086
virome_phage_831	0
total_phage_735	0
total_phage_738	2.2446134
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	13.6654215
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	16.288645
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	3.4930294
virome_phage_798	0
virome_phage_91	31.085064
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	7.146827
total_phage_102	3.8381917
total_phage_454	0
virome_phage_98	1.4676943
virome_phage_784	0
virome_phage_2278	15.578797
virome_phage_33	6.439246
virome_phage_740	6.9777613
virome_phage_2259	0
virome_phage_1199	539.9945
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	443.43842
virome_phage_1077	70.59778
virome_phage_804	0
virome_phage_69	21.463278
total_phage_1	8.4831
virome_phage_2298	0
virome_phage_23	21.853462
virome_phage_4	55.456432
virome_phage_875	0
total_phage_808	0
virome_phage_94	1.5388923
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	4.51362
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	2.7788506
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	21.277178
virome_phage_87	10.782818
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	2.1785402
virome_phage_810	0
virome_phage_82	27.47667
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	14.846085
total_phage_638	0
virome_phage_183	333.5288
total_phage_11	0
virome_phage_2285	0
virome_phage_3	1.6659127
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	343.92725
virome_phage_844	0
virome_phage_2912	0
total_phage_795	19.19244
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	7.5579133
virome_phage_80	1.6369824
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	15.012974
total_phage_308	2.1632183
virome_phage_932	0
virome_phage_39	6.3007045
virome_phage_19	3.8558004
total_phage_123	2.9455733
virome_phage_27	199.42804
virome_phage_78	17.975859
virome_phage_107	5.848221
virome_phage_2411	68.253944
virome_phage_2310	0
virome_phage_2300	0
total_phage_488	0
virome_phage_2305	1.3874507
virome_phage_1286	0
total_phage_357	0
virome_phage_219	4.6409745
virome_phage_75	2.878684
virome_phage_76	44.14522
virome_phage_800	10.478957
virome_phage_915	0
virome_phage_97	3.4682453
total_phage_4	4.0795617
total_phage_636	0
total_phage_796	10.328631
total_phage_609	0
virome_phage_2288	10.525994
virome_phage_45	7.440245
virome_phage_2403	107.8702
virome_phage_753	0
total_phage_189	4.503177
virome_phage_2281	0
virome_phage_2306	0
total_phage_453	0
total_phage_415	4.3076262
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	0
virome_phage_814	0
virome_phage_1155	0
virome_phage_1411	0
virome_phage_911	0
total_phage_364	5.0339727
total_phage_368	3.6648107
total_phage_121	0
total_phage_692	0
virome_phage_1061	12.6163
virome_phage_2299	0
virome_phage_21	7.6034646
virome_phage_70	1.893825
virome_phage_802	0
total_phage_112	58.53412
virome_phage_925	0
total_phage_358	0
virome_phage_2382	0
virome_phage_110	135.54497
total_phage_172	11.257219
virome_phage_1873	0
virome_phage_1006	64.25124
virome_phage_768	0
total_phage_666	0
total_phage_5	2.192228
virome_phage_2304	8.148118
total_phage_0	0
virome_phage_2339	14.837518
virome_phage_61	162.33963
total_phage_729	0
virome_phage_817	0
virome_phage_824	0
total_phage_694	0
virome_phage_734	2.418895
virome_phage_1668	0
virome_phage_26	74.98485
total_phage_371	4.494634
virome_phage_2347	0
virome_phage_2355	0
total_phage_449	3.8696003
virome_phage_81	145.63557
virome_phage_776	4.62152
virome_phage_774	0
virome_phage_28	41.467228
virome_phage_936	0
virome_phage_160	11.761652
virome_phage_101	8.403206
virome_phage_2319	457.1848
virome_phage_57	36.27909
virome_phage_2359	5.2147923
virome_phage_909	9.373626
virome_phage_54	0
virome_phage_736	0
virome_phage_2301	0
virome_phage_155	12.218813
virome_phage_2322	0
virome_phage_741	0
total_phage_233	5.325271
virome_phage_271	16.35611
total_phage_471	0
total_phage_713	0
virome_phage_8	14.419789
total_phage_446	0
total_phage_794	0
virome_phage_88	9.674341
virome_phage_2272	0
total_phage_611	0
virome_phage_794	0
virome_phage_2320	0
virome_phage_176	73.59755
total_phage_369	5.324886
virome_phage_154	45.71997
virome_phage_73	2.6856177
virome_phage_862	60.438053
total_phage_105	0
total_phage_605	0
virome_phage_2388	0
virome_phage_55	37.845856
virome_phage_2424	750.10754
virome_phage_746	0
virome_phage_900	0
total_phage_303	0
virome_phage_71	2.6405108
total_phage_363	3.5744648
virome_phage_2372	4.600818
virome_phage_974	0
virome_phage_124	235.00308
total_phage_789	0
virome_phage_861	0
virome_phage_1467	0
total_phage_600	0
total_phage_362	7.7575727
virome_phage_7	23.240618
virome_phage_2282	0
virome_phage_2237	0
total_phage_254	368.07776
total_phage_240	0
virome_phage_1541	0
total_phage_443	5.0259614
virome_phage_2522	75.87547
total_phage_116	0
virome_phage_761	0
virome_phage_935	0
total_phage_935	2.96676
virome_phage_2293	0
total_phage_934	3.265226
virome_phage_868	0
virome_phage_9	1.8220618
total_phage_237	0
virome_phage_743	0
virome_phage_84	15.643315
virome_phage_908	0
virome_phage_5	4.036985
virome_phage_789	0
virome_phage_109	1.31132
virome_phage_1565	0
virome_phage_151	15.384928
virome_phage_904	0
virome_phage_837	4.984059
virome_phage_63	2.0296037
virome_phage_10	82.12327
virome_phage_2269	25.115543
virome_phage_762	0
virome_phage_806	0
virome_phage_765	0
virome_phage_2294	0
virome_phage_123	11.336523
total_phage_307	18.148788
total_phage_929	0
virome_phage_1004	100.60724
total_phage_188	0
total_phage_616	0
virome_phage_811	0
virome_phage_65	18.935366
total_phage_804	9.849894
virome_phage_807	0
virome_phage_745	0
virome_phage_24	7.977461
virome_phage_979	0
virome_phage_828	0
total_phage_604	0
total_phage_517	0
total_phage_305	0
virome_phage_793	0
virome_phage_1154	0
virome_phage_2327	2.1947563
virome_phage_758	0
total_phage_653	0
total_phage_122	0
virome_phage_859	0
total_phage_111	0
virome_phage_939	0
virome_phage_196	5.8934503
virome_phage_813	0
virome_phage_750	2.2974555
total_phage_231	0
virome_phage_735	0
virome_phage_871	0
virome_phage_756	0
virome_phage_2295	0
virome_phage_18	10.388852
total_phage_664	0
total_phage_299	0
virome_phage_1770	0
virome_phage_842	0
virome_phage_158	25.391815
virome_phage_820	0
total_phage_114	0
virome_phage_68	2.0050085
virome_phage_769	0
total_phage_106	9.465174
virome_phage_145	2627.2688
virome_phage_788	0
virome_phage_751	0
virome_phage_2324	22.449226
total_phage_179	0
virome_phage_912	0
total_phage_697	0
total_phage_809	0
virome_phage_37	4.2012234
virome_phage_1142	0
virome_phage_189	3.0254354
virome_phage_841	0
virome_phage_164	110.60476
total_phage_98	2.9098387
virome_phage_239	688.53656
total_phage_298	4.6520953
virome_phage_863	0
total_phage_497	0
total_phage_247	0
total_phage_745	3.884296
virome_phage_172	2.7666624
virome_phage_25	106.39825
total_phage_743	191.00648
virome_phage_52	4.570428
virome_phage_1109	0
total_phage_487	0
virome_phage_2360	9.5071745
total_phage_252	0
virome_phage_2385	0
virome_phage_783	0
total_phage_248	4.5493655
total_phage_244	0
virome_phage_739	10.438246
virome_phage_2313	0
virome_phage_955	0
total_phage_791	0
total_phage_637	0
virome_phage_796	0
virome_phage_754	0
virome_phage_58	2.016473
virome_phage_838	0
total_phage_501	0
virome_phage_827	0
virome_phage_51	67.161606
virome_phage_47	2.8003042
virome_phage_2290	6.959626
total_phage_95	0
total_phage_118	0
virome_phage_2389	0
virome_phage_870	0
virome_phage_1032	87.09517
virome_phage_2239	0
virome_phage_112	33.122997
virome_phage_2268	0
virome_phage_303	589.75653
virome_phage_152	144.87573
virome_phage_79	14.98753
virome_phage_2357	0
total_phage_293	0
total_phage_304	0
virome_phage_799	0
virome_phage_884	2.7610047
virome_phage_440	1.812913
virome_phage_201	336.6646
virome_phage_2255	0
total_phage_797	7.0393343
virome_phage_2280	19.917534
virome_phage_893	0
virome_phage_16	1.8984339
virome_phage_949	0
total_phage_232	0
virome_phage_803	0
virome_phage_66	13.065941
total_phage_520	0
total_phage_782	7.0595517
virome_phage_914	0
virome_phage_786	0
virome_phage_787	0
virome_phage_144	9.705264
total_phage_306	4.6076794
total_phage_176	0
total_phage_806	0
virome_phage_2275	0
virome_phage_906	0
virome_phage_59	3.7007508
virome_phage_2308	6.603483
total_phage_800	4.3150153
virome_phage_738	0
total_phage_99	3.713867
virome_phage_1033	93.41282
virome_phage_235	101.72778
virome_phage_11	2.1240332
virome_phage_2366	0
virome_phage_2325	0
virome_phage_2913	0
virome_phage_767	0
virome_phage_72	14.181714
total_phage_525	0
virome_phage_902	3.6551929
virome_phage_2297	3.1554341
virome_phage_2	7.926684
total_phage_361	2.0800061
virome_phage_64	14.951714
virome_phage_816	0
virome_phage_2238	0
virome_phage_845	0
total_phage_925	0
virome_phage_832	0
total_phage_655	0
virome_phage_771	23.201193
virome_phage_849	0
virome_phage_963	0
virome_phage_856	0
virome_phage_1784	0
virome_phage_840	0
total_phage_807	0
virome_phage_318	261.28845
total_phage_478	0
virome_phage_785	2.6179714
virome_phage_755	16.061815
virome_phage_38	5.0749784
total_phage_715	0
virome_phage_2291	1574.9478
virome_phage_823	0
virome_phage_331	2.079934
virome_phage_1	29.34149
total_phage_8	0
virome_phage_127	20.470242
virome_phage_280	3.12236
virome_phage_191	449.55524
virome_phage_772	0
virome_phage_2400	0
virome_phage_779	0
virome_phage_2292	0
virome_phage_895	0
virome_phage_60	4.2733107
virome_phage_96	1.6872547
total_phage_445	0
total_phage_296	4.0983963
virome_phage_43	13.958507
virome_phage_92	2.533557
virome_phage_120	6.67877
virome_phage_2260	0
virome_phage_2346	4.002342
virome_phage_867	0
virome_phage_15	9.394768
virome_phage_2353	7.296298
virome_phage_2350	3.155502
virome_phage_747	0
total_phage_793	11.715946
virome_phage_2328	0
virome_phage_865	0
total_phage_644	0
virome_phage_885	0
virome_phage_850	0
virome_phage_790	0
total_phage_739	4.777715
total_phage_414	0
total_phage_245	5.39237
total_phage_115	0
total_phage_734	5.6036644
total_phage_790	0
virome_phage_17	10.493501
