Genome	12_A_MEL_host_removed_R1_2900000.fq Trimmed Mean
virome_phage_46	13.755467
virome_phage_2315	31.405252
total_phage_417	6.445938
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	1.7088363
virome_phage_116	21.310602
virome_phage_752	0
total_phage_788	0
virome_phage_34	9.089124
virome_phage_2329	9.467386
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	6.7046604
virome_phage_35	3.4126265
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	10.508245
virome_phage_770	0
virome_phage_846	12.389925
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	13.588531
total_phage_786	0
virome_phage_49	4.865409
total_phage_727	0
virome_phage_202	6.4814315
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	19.426727
virome_phage_31	5.891165
virome_phage_181	750.5796
virome_phage_67	19.44263
virome_phage_855	0
virome_phage_898	0
virome_phage_48	13.98958
virome_phage_851	0
total_phage_9	0
virome_phage_41	3.9015143
total_phage_297	0
total_phage_360	3.8631175
total_phage_12	0
virome_phage_778	4.2129483
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	62.534805
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	24.572844
total_phage_696	0
virome_phage_275	228.72614
total_phage_731	35.410492
total_phage_930	0
virome_phage_2270	0
virome_phage_118	80.99931
total_phage_294	6.0727153
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.4543002
virome_phage_792	4.7537017
total_phage_175	8.207052
virome_phage_2254	0
virome_phage_2342	13.544705
total_phage_483	0
virome_phage_890	14.79887
virome_phage_2914	0
total_phage_413	153.39673
total_phage_512	0
virome_phage_2624	12.7505865
total_phage_113	0
virome_phage_42	2.8020651
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	6.359311
virome_phage_2312	0
total_phage_174	6.7906795
virome_phage_117	6.692117
virome_phage_77	8.195341
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	44.58768
virome_phage_1849	0
virome_phage_960	848.0711
virome_phage_272	24.631752
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	2.0396836
virome_phage_808	0
virome_phage_12	9.167259
virome_phage_866	0
virome_phage_56	1.691806
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	8.373547
total_phage_785	7.731665
total_phage_783	0
virome_phage_22	4.0482936
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	49.84871
virome_phage_2401	439.37332
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	3.8443322
total_phage_18	187.78883
virome_phage_1236	0
virome_phage_2330	332.78302
virome_phage_153	14.457242
virome_phage_2465	0
virome_phage_14	4.0499225
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	10.929068
virome_phage_83	87.045975
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	134.10316
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	12.474934
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	14.65316
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	3.1180055
virome_phage_798	0
virome_phage_91	28.120243
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	6.523927
total_phage_102	3.4064164
total_phage_454	0
virome_phage_98	1.3296891
virome_phage_784	0
virome_phage_2278	14.080044
virome_phage_33	5.9377646
virome_phage_740	6.336466
virome_phage_2259	0
virome_phage_1199	488.96796
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	402.04233
virome_phage_1077	63.88467
virome_phage_804	0
virome_phage_69	19.285275
total_phage_1	7.7589636
virome_phage_2298	0
virome_phage_23	19.94185
virome_phage_4	50.25757
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	4.1313467
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	2.5604718
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	19.237343
virome_phage_87	9.871518
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	2.0187535
virome_phage_810	0
virome_phage_82	24.86037
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	13.6727085
total_phage_638	0
virome_phage_183	301.73752
total_phage_11	0
virome_phage_2285	0
virome_phage_3	1.5159537
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	311.74814
virome_phage_844	0
virome_phage_2912	0
total_phage_795	17.396425
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	6.7898984
virome_phage_80	1.5312546
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	13.443071
total_phage_308	1.9348178
virome_phage_932	0
virome_phage_39	5.567896
virome_phage_19	3.5533214
total_phage_123	2.623443
virome_phage_27	180.87239
virome_phage_78	16.355213
virome_phage_107	5.237607
virome_phage_2411	62.524315
virome_phage_2310	0
virome_phage_2300	0
total_phage_488	0
virome_phage_2305	0
virome_phage_1286	0
total_phage_357	0
virome_phage_219	4.3058424
virome_phage_75	2.6029794
virome_phage_76	40.220554
virome_phage_800	9.616357
virome_phage_915	0
virome_phage_97	3.1312017
total_phage_4	3.6416588
total_phage_636	0
total_phage_796	9.312531
total_phage_609	0
virome_phage_2288	9.6805315
virome_phage_45	6.7607408
virome_phage_2403	97.872856
virome_phage_753	0
total_phage_189	4.1211104
virome_phage_2281	0
virome_phage_2306	0
total_phage_453	0
total_phage_415	3.841552
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	0
virome_phage_814	0
virome_phage_1155	0
virome_phage_1411	0
virome_phage_911	0
total_phage_364	4.547479
total_phage_368	3.4294143
total_phage_121	0
total_phage_692	0
virome_phage_1061	11.331582
virome_phage_2299	0
virome_phage_21	6.9980526
virome_phage_70	1.7085488
virome_phage_802	0
total_phage_112	52.870956
virome_phage_925	0
total_phage_358	0
virome_phage_2382	0
virome_phage_110	122.92478
total_phage_172	10.024443
virome_phage_1873	0
virome_phage_1006	58.41276
virome_phage_768	0
total_phage_666	0
total_phage_5	2.023369
virome_phage_2304	7.486748
total_phage_0	0
virome_phage_2339	13.392449
virome_phage_61	146.55585
total_phage_729	0
virome_phage_817	0
virome_phage_824	0
total_phage_694	0
virome_phage_734	2.1799285
virome_phage_1668	0
virome_phage_26	67.77575
total_phage_371	4.070319
virome_phage_2347	0
virome_phage_2355	0
total_phage_449	3.4202888
virome_phage_81	132.3531
virome_phage_776	4.1751266
virome_phage_774	0
virome_phage_28	37.7183
virome_phage_936	0
virome_phage_160	10.6345005
virome_phage_101	7.7255535
virome_phage_2319	414.37378
virome_phage_57	33.021667
virome_phage_2359	4.6541443
virome_phage_909	8.540704
virome_phage_54	0
virome_phage_736	0
virome_phage_2301	0
virome_phage_155	11.302353
virome_phage_2322	0
virome_phage_741	0
total_phage_233	4.890453
virome_phage_271	14.856785
total_phage_471	0
total_phage_713	0
virome_phage_8	13.038137
total_phage_446	0
total_phage_794	0
virome_phage_88	8.83217
virome_phage_2272	0
total_phage_611	0
virome_phage_794	0
virome_phage_2320	0
virome_phage_176	67.41463
total_phage_369	4.855699
virome_phage_154	41.224403
virome_phage_73	2.4839315
virome_phage_862	54.72199
total_phage_105	0
total_phage_605	0
virome_phage_2388	0
virome_phage_55	34.23764
virome_phage_2424	679.31055
virome_phage_746	0
virome_phage_900	0
total_phage_303	0
virome_phage_71	2.3534179
total_phage_363	3.199338
virome_phage_2372	4.1960373
virome_phage_974	0
virome_phage_124	213.75577
total_phage_789	0
virome_phage_861	0
virome_phage_1467	0
total_phage_600	0
total_phage_362	7.035228
virome_phage_7	21.21044
virome_phage_2282	0
virome_phage_2237	0
total_phage_254	333.79956
total_phage_240	0
virome_phage_1541	0
total_phage_443	4.579479
virome_phage_2522	69.64801
total_phage_116	0
virome_phage_761	0
virome_phage_935	0
total_phage_935	2.724228
virome_phage_2293	0
total_phage_934	2.9872165
virome_phage_868	0
virome_phage_9	1.6558654
total_phage_237	0
virome_phage_743	0
virome_phage_84	14.167977
virome_phage_908	0
virome_phage_5	3.6601996
virome_phage_789	0
virome_phage_109	0
virome_phage_1565	0
virome_phage_151	13.880779
virome_phage_904	0
virome_phage_837	4.561551
virome_phage_63	1.8795589
virome_phage_10	74.45513
virome_phage_2269	22.753208
virome_phage_762	0
virome_phage_806	0
virome_phage_765	0
virome_phage_2294	0
virome_phage_123	10.350507
total_phage_307	16.558952
total_phage_929	0
virome_phage_1004	91.408195
total_phage_188	0
total_phage_616	0
virome_phage_811	0
virome_phage_65	16.93848
total_phage_804	8.946908
virome_phage_807	0
virome_phage_745	0
virome_phage_24	7.1999154
virome_phage_979	0
virome_phage_828	0
total_phage_604	0
total_phage_517	0
total_phage_305	0
virome_phage_793	0
virome_phage_1154	0
virome_phage_2327	2.0222015
virome_phage_758	0
total_phage_653	0
total_phage_122	0
virome_phage_859	0
total_phage_111	0
virome_phage_939	0
virome_phage_196	5.6379805
virome_phage_813	0
virome_phage_750	2.0441613
total_phage_231	0
virome_phage_735	0
virome_phage_871	0
virome_phage_756	0
virome_phage_2295	0
virome_phage_18	9.503002
total_phage_664	0
total_phage_299	0
virome_phage_1770	0
virome_phage_842	0
virome_phage_158	23.139963
virome_phage_820	0
total_phage_114	0
virome_phage_68	1.8089262
virome_phage_769	0
total_phage_106	8.473507
virome_phage_145	2380.695
virome_phage_788	0
virome_phage_751	0
virome_phage_2324	20.46064
total_phage_179	0
virome_phage_912	0
total_phage_697	0
total_phage_809	0
virome_phage_37	3.8169625
virome_phage_1142	0
virome_phage_189	2.737352
virome_phage_841	0
virome_phage_164	101.07027
total_phage_98	2.608629
virome_phage_239	623.1942
total_phage_298	4.2564445
virome_phage_863	0
total_phage_497	0
total_phage_247	0
total_phage_745	3.4601824
virome_phage_172	2.4444156
virome_phage_25	96.26741
total_phage_743	173.01271
virome_phage_52	4.201303
virome_phage_1109	0
total_phage_487	0
virome_phage_2360	8.63776
total_phage_252	0
virome_phage_2385	0
virome_phage_783	0
total_phage_248	4.1924596
total_phage_244	0
virome_phage_739	9.455611
virome_phage_2313	0
virome_phage_955	0
total_phage_791	0
total_phage_637	0
virome_phage_796	0
virome_phage_754	0
virome_phage_58	1.8562211
virome_phage_838	0
total_phage_501	0
virome_phage_827	0
virome_phage_51	60.725975
virome_phage_47	2.6422913
virome_phage_2290	6.368301
total_phage_95	0
total_phage_118	0
virome_phage_2389	0
virome_phage_870	0
virome_phage_1032	78.9536
virome_phage_2239	0
virome_phage_112	29.811855
virome_phage_2268	0
virome_phage_303	534.5388
virome_phage_152	130.34471
virome_phage_79	13.654354
virome_phage_2357	0
total_phage_293	0
total_phage_304	0
virome_phage_799	0
virome_phage_884	2.5430348
virome_phage_440	1.6417418
virome_phage_201	304.18137
virome_phage_2255	0
total_phage_797	6.378777
virome_phage_2280	18.020704
virome_phage_893	0
virome_phage_16	1.6845391
virome_phage_949	0
total_phage_232	0
virome_phage_803	0
virome_phage_66	11.925135
total_phage_520	0
total_phage_782	6.2329874
virome_phage_914	0
virome_phage_786	0
virome_phage_787	0
virome_phage_144	8.886086
total_phage_306	4.2024636
total_phage_176	0
total_phage_806	0
virome_phage_2275	0
virome_phage_906	0
virome_phage_59	3.3335717
virome_phage_2308	6.0335665
total_phage_800	3.9776983
virome_phage_738	0
total_phage_99	3.3358567
virome_phage_1033	85.116295
virome_phage_235	91.9697
virome_phage_11	1.9306736
virome_phage_2366	0
virome_phage_2325	0
virome_phage_2913	0
virome_phage_767	0
virome_phage_72	12.826939
total_phage_525	0
virome_phage_902	3.217229
virome_phage_2297	2.8695114
virome_phage_2	7.2233305
total_phage_361	1.8764468
virome_phage_64	13.706955
virome_phage_816	0
virome_phage_2238	0
virome_phage_845	0
total_phage_925	0
virome_phage_832	0
total_phage_655	0
virome_phage_771	21.089842
virome_phage_849	0
virome_phage_963	0
virome_phage_856	0
virome_phage_1784	0
virome_phage_840	0
total_phage_807	0
virome_phage_318	235.52481
total_phage_478	0
virome_phage_785	2.3457143
virome_phage_755	14.481198
virome_phage_38	4.585253
total_phage_715	0
virome_phage_2291	1429.0334
virome_phage_823	0
virome_phage_331	1.7904975
virome_phage_1	26.613663
total_phage_8	0
virome_phage_127	18.323399
virome_phage_280	2.786713
virome_phage_191	407.8413
virome_phage_772	0
virome_phage_2400	0
virome_phage_779	0
virome_phage_2292	0
virome_phage_895	0
virome_phage_60	3.839009
virome_phage_96	1.5630785
total_phage_445	0
total_phage_296	3.5610287
virome_phage_43	12.713371
virome_phage_92	2.2932005
virome_phage_120	6.0163674
virome_phage_2260	0
virome_phage_2346	3.656169
virome_phage_867	0
virome_phage_15	8.401601
virome_phage_2353	6.668841
virome_phage_2350	2.905841
virome_phage_747	0
total_phage_793	10.644992
virome_phage_2328	0
virome_phage_865	0
total_phage_644	0
virome_phage_885	0
virome_phage_850	0
virome_phage_790	0
total_phage_739	4.3789387
total_phage_414	0
total_phage_245	4.9168844
total_phage_115	0
total_phage_734	5.0568347
total_phage_790	0
virome_phage_17	9.646781
