Genome	12_A_MEL_host_removed_R1_2000000.fq Trimmed Mean
virome_phage_46	9.502341
virome_phage_2315	21.864056
total_phage_417	4.28115
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	14.708185
virome_phage_752	0
total_phage_788	0
virome_phage_34	6.3436933
virome_phage_2329	6.58944
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	4.661996
virome_phage_35	2.1936061
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	7.401458
virome_phage_770	0
virome_phage_846	8.494002
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	9.352311
total_phage_786	0
virome_phage_49	3.5263274
total_phage_727	0
virome_phage_202	4.4007936
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	13.248009
virome_phage_31	4.2050962
virome_phage_181	516.0923
virome_phage_67	13.468603
virome_phage_855	0
virome_phage_898	0
virome_phage_48	9.641968
virome_phage_851	0
total_phage_9	0
virome_phage_41	2.515178
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	2.9318535
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	43.63713
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	17.43341
total_phage_696	0
virome_phage_275	155.60995
total_phage_731	24.415087
total_phage_930	0
virome_phage_2270	0
virome_phage_118	56.14902
total_phage_294	4.0756674
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	3.040081
total_phage_175	5.665
virome_phage_2254	0
virome_phage_2342	9.626906
total_phage_483	0
virome_phage_890	10.197336
virome_phage_2914	0
total_phage_413	105.88239
total_phage_512	0
virome_phage_2624	8.821365
total_phage_113	0
virome_phage_42	1.9019991
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	4.3594337
virome_phage_2312	0
total_phage_174	4.8246446
virome_phage_117	4.4477324
virome_phage_77	5.562938
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	30.688868
virome_phage_1849	0
virome_phage_960	583.52747
virome_phage_272	16.379051
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	6.294002
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	2.8311777
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	34.652485
virome_phage_2401	303.0931
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	2.704591
total_phage_18	128.5527
virome_phage_1236	0
virome_phage_2330	229.81148
virome_phage_153	10.241534
virome_phage_2465	0
virome_phage_14	2.8173823
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	7.733767
virome_phage_83	60.27775
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	92.920616
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	8.709306
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	10.000763
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	2.1521294
virome_phage_798	0
virome_phage_91	19.448097
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	4.434724
total_phage_102	0
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	9.540851
virome_phage_33	3.9943821
virome_phage_740	4.4084992
virome_phage_2259	0
virome_phage_1199	338.90164
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	276.82892
virome_phage_1077	44.079803
virome_phage_804	0
virome_phage_69	13.369533
total_phage_1	5.3938155
virome_phage_2298	0
virome_phage_23	13.8208
virome_phage_4	34.643105
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	2.8168364
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	0
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	12.862185
virome_phage_87	6.7728415
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	17.445839
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	9.139751
total_phage_638	0
virome_phage_183	206.81664
total_phage_11	0
virome_phage_2285	0
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	215.04764
virome_phage_844	0
virome_phage_2912	0
total_phage_795	11.836013
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	4.6198444
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	9.059709
total_phage_308	0
virome_phage_932	0
virome_phage_39	3.7668858
virome_phage_19	2.406139
total_phage_123	0
virome_phage_27	124.95198
virome_phage_78	11.155894
virome_phage_107	3.6471837
