Genome	7_A_MEL_host_removed_R1_3000000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	24.379448
total_phage_417	7.269362
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	221.0922
virome_phage_752	0
total_phage_788	15.42622
virome_phage_34	0
virome_phage_2329	60.997326
total_phage_663	0
virome_phage_2402	3.944619
virome_phage_2303	80.2812
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	21.260952
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	5.5867763
virome_phage_2274	47.104244
total_phage_730	75.03424
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	2.50722
virome_phage_2345	7.795866
virome_phage_812	0
virome_phage_142	3.553803
virome_phage_31	0
virome_phage_181	0
virome_phage_67	68.30547
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	4.8217454
total_phage_12	0
virome_phage_778	9.6828985
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	57.89971
total_phage_696	0
virome_phage_275	0
total_phage_731	139.8393
total_phage_930	3.4235017
virome_phage_2270	1.9024818
virome_phage_118	0
total_phage_294	4.6335926
virome_phage_2398	8.844466
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.746108
virome_phage_792	3.8691056
total_phage_175	9.830708
virome_phage_2254	0
virome_phage_2342	12.216139
total_phage_483	0
virome_phage_890	3.9505627
virome_phage_2914	4.5747113
total_phage_413	34.29825
total_phage_512	0
virome_phage_2624	3.2001758
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	4.339523
total_phage_174	0
virome_phage_117	7.4111366
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	2.8763871
virome_phage_2356	33.508327
virome_phage_2343	108.42677
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	2.4501657
total_phage_500	0
total_phage_239	0
total_phage_785	3.9438388
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	430.6639
virome_phage_2401	3.0784652
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	4.584793
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	1299.7323
virome_phage_153	111.209854
virome_phage_2465	68.01531
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	7.8231964
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	3.0716798
virome_phage_831	9.681336
total_phage_735	5.771527
total_phage_738	2.6898365
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	116.679886
virome_phage_843	0
virome_phage_2496	3.0918489
virome_phage_115	215.51639
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	32.027767
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	0
virome_phage_742	0
virome_phage_882	2.9300625
total_phage_416	0
virome_phage_791	0
total_phage_733	6.371467
total_phage_102	6.03859
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	30.479261
virome_phage_33	0
virome_phage_740	82.428696
virome_phage_2259	0
virome_phage_1199	52.32836
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	1582.8699
virome_phage_1077	0
virome_phage_804	0
virome_phage_69	0
total_phage_1	6.8350024
virome_phage_2298	56.043106
virome_phage_23	0
virome_phage_4	17.985146
virome_phage_875	0
total_phage_808	14.377724
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	7.134785
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	4.4839005
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	3.631098
virome_phage_826	0
virome_phage_839	0
virome_phage_86	0
virome_phage_87	0
virome_phage_2243	0
virome_phage_2530	1.4469815
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	141.79105
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	24.863268
virome_phage_760	0
total_phage_803	0
virome_phage_119	0
total_phage_638	0
virome_phage_183	299.72385
total_phage_11	0
virome_phage_2285	2.997359
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	1.5793699
virome_phage_844	0
virome_phage_2912	3.732108
total_phage_795	28.946175
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	2.1831043
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	84.06314
virome_phage_744	0
total_phage_100	15.688546
total_phage_308	3.80906
virome_phage_932	0
virome_phage_39	0
virome_phage_19	0
total_phage_123	0
virome_phage_27	0
virome_phage_78	0
virome_phage_107	0
virome_phage_2411	7.5801215
virome_phage_2310	37.02914
virome_phage_2300	11.265589
total_phage_488	0
virome_phage_2305	29.852644
virome_phage_1286	0
total_phage_357	0
virome_phage_219	0
virome_phage_75	0
virome_phage_76	0
virome_phage_800	25.114702
virome_phage_915	3.4781494
virome_phage_97	0
total_phage_4	2.5122378
total_phage_636	0
total_phage_796	24.567495
total_phage_609	0
virome_phage_2288	23.797676
virome_phage_45	0
virome_phage_2403	2.669525
virome_phage_753	0
total_phage_189	6.3953385
virome_phage_2281	3.647022
