Genome	7_A_MEL_host_removed_R1_2900000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	23.519217
total_phage_417	7.0238857
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	214.25833
virome_phage_752	0
total_phage_788	14.904787
virome_phage_34	0
virome_phage_2329	59.08859
total_phage_663	0
virome_phage_2402	3.7872236
virome_phage_2303	77.38226
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	20.540491
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	5.3609533
virome_phage_2274	45.620457
total_phage_730	72.52778
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	2.4518719
virome_phage_2345	7.539727
virome_phage_812	0
virome_phage_142	3.4383883
virome_phage_31	0
virome_phage_181	0
virome_phage_67	66.0518
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	4.69701
total_phage_12	0
virome_phage_778	9.424268
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	56.021477
total_phage_696	0
virome_phage_275	0
total_phage_731	135.07043
total_phage_930	3.3495867
virome_phage_2270	1.8104914
virome_phage_118	0
total_phage_294	4.473422
virome_phage_2398	8.446166
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.6865351
virome_phage_792	3.7137523
total_phage_175	9.552051
virome_phage_2254	0
virome_phage_2342	11.8279915
total_phage_483	0
virome_phage_890	3.85375
virome_phage_2914	4.5080357
total_phage_413	33.009796
total_phage_512	0
virome_phage_2624	3.0647714
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	4.262293
total_phage_174	0
virome_phage_117	7.1933126
virome_phage_77	0
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	2.7706082
virome_phage_2356	32.48493
virome_phage_2343	105.04591
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	3.872696
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	416.29138
virome_phage_2401	3.007502
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	4.4666405
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	1256.3887
virome_phage_153	107.47048
virome_phage_2465	65.88121
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	7.5045624
virome_phage_749	0
total_phage_820	0
