Genome	12_A_MEL_host_removed_R1_1900000.fq Trimmed Mean
virome_phage_46	9.104369
virome_phage_2315	20.889526
total_phage_417	4.1002307
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	13.930313
virome_phage_752	0
total_phage_788	0
virome_phage_34	6.054176
virome_phage_2329	6.227271
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	4.485831
virome_phage_35	2.1059337
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	7.0084662
virome_phage_770	0
virome_phage_846	8.035598
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	8.864307
total_phage_786	0
virome_phage_49	3.3901377
total_phage_727	0
virome_phage_202	4.175951
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	12.480764
virome_phage_31	3.9503288
virome_phage_181	491.4681
virome_phage_67	12.763395
virome_phage_855	0
virome_phage_898	0
virome_phage_48	9.172247
virome_phage_851	0
total_phage_9	0
virome_phage_41	2.3879614
total_phage_297	0
total_phage_360	0
total_phage_12	0
virome_phage_778	2.7642953
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	41.352257
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	16.651081
total_phage_696	0
virome_phage_275	148.51958
total_phage_731	23.201683
total_phage_930	0
virome_phage_2270	0
virome_phage_118	53.243763
total_phage_294	3.924915
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	0
virome_phage_792	2.9082923
total_phage_175	5.476236
virome_phage_2254	0
virome_phage_2342	9.172443
total_phage_483	0
virome_phage_890	9.647549
virome_phage_2914	0
total_phage_413	100.716774
total_phage_512	0
virome_phage_2624	8.428341
total_phage_113	0
virome_phage_42	1.7349002
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	4.1983275
virome_phage_2312	0
total_phage_174	4.425894
virome_phage_117	4.3189425
virome_phage_77	5.225501
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	29.167034
virome_phage_1849	0
virome_phage_960	553.7985
virome_phage_272	15.640239
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	5.9750175
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	0
total_phage_785	0
total_phage_783	0
virome_phage_22	2.650035
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	33.049248
virome_phage_2401	288.28098
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	2.6086133
total_phage_18	122.58726
virome_phage_1236	0
virome_phage_2330	218.65895
virome_phage_153	9.7286215
virome_phage_2465	0
virome_phage_14	2.6835752
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	7.40188
virome_phage_83	57.27012
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	88.23175
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	8.130159
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	9.547069
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	2.0459497
virome_phage_798	0
virome_phage_91	18.406649
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	4.199043
total_phage_102	0
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	9.019643
virome_phage_33	3.7042727
virome_phage_740	4.2297354
virome_phage_2259	0
virome_phage_1199	322.16223
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	262.3814
virome_phage_1077	42.006313
virome_phage_804	0
virome_phage_69	12.737513
total_phage_1	5.1335
virome_phage_2298	0
virome_phage_23	13.123226
virome_phage_4	32.964333
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	2.7028859
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	0
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	12.224012
virome_phage_87	6.5239954
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	16.62071
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	8.552116
total_phage_638	0
virome_phage_183	196.6489
total_phage_11	0
virome_phage_2285	0
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	204.11732
virome_phage_844	0
virome_phage_2912	0
total_phage_795	11.255189
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	4.447101
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	8.644746
total_phage_308	0
virome_phage_932	0
virome_phage_39	3.568201
virome_phage_19	2.285988
total_phage_123	0
virome_phage_27	118.78864
virome_phage_78	10.570409
virome_phage_107	3.4568307
virome_phage_2411	40.81945
virome_phage_2310	0
virome_phage_2300	0
total_phage_488	0
virome_phage_2305	0
virome_phage_1286	0
total_phage_357	0
virome_phage_219	2.9570568
virome_phage_75	1.6503936
virome_phage_76	25.731726
virome_phage_800	6.1449647
virome_phage_915	0
virome_phage_97	2.0742035
total_phage_4	2.2653835
total_phage_636	0
total_phage_796	6.082759
total_phage_609	0
virome_phage_2288	6.3348904
virome_phage_45	4.411994
virome_phage_2403	63.034916
virome_phage_753	0
total_phage_189	2.7159739
virome_phage_2281	0
virome_phage_2306	0
total_phage_453	0
total_phage_415	2.358914
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	0
virome_phage_814	0
virome_phage_1155	0
virome_phage_1411	0
virome_phage_911	0
total_phage_364	3.1248307
total_phage_368	0
total_phage_121	0
total_phage_692	0
virome_phage_1061	7.2999015
virome_phage_2299	0
virome_phage_21	4.69371
virome_phage_70	0
virome_phage_802	0
total_phage_112	35.18247
virome_phage_925	0
total_phage_358	0
virome_phage_2382	0
virome_phage_110	80.66042
total_phage_172	6.7504387
virome_phage_1873	0
virome_phage_1006	37.509186
virome_phage_768	0
total_phage_666	0
total_phage_5	0
virome_phage_2304	4.979039
total_phage_0	0
virome_phage_2339	8.526893
virome_phage_61	96.1027
total_phage_729	0
virome_phage_817	0
virome_phage_824	0
total_phage_694	0
virome_phage_734	1.4164555
virome_phage_1668	0
virome_phage_26	44.89217
total_phage_371	2.6727855
virome_phage_2347	0
virome_phage_2355	0
total_phage_449	2.046557
virome_phage_81	86.7318
virome_phage_776	0
virome_phage_774	0
virome_phage_28	24.674229
virome_phage_936	0
virome_phage_160	7.078573
virome_phage_101	4.91873
virome_phage_2319	272.1278
virome_phage_57	21.709242
virome_phage_2359	3.0616577
virome_phage_909	5.629086
virome_phage_54	0
virome_phage_736	0
virome_phage_2301	0
virome_phage_155	7.1764812
virome_phage_2322	0
virome_phage_741	0
total_phage_233	3.170499
virome_phage_271	9.33963
total_phage_471	0
total_phage_713	0
virome_phage_8	8.422187
total_phage_446	0
total_phage_794	0
virome_phage_88	5.833994
virome_phage_2272	0
total_phage_611	0
virome_phage_794	0
virome_phage_2320	0
virome_phage_176	43.83959
total_phage_369	3.0904636
virome_phage_154	26.686983
virome_phage_73	1.6791788
virome_phage_862	35.368816
total_phage_105	0
total_phage_605	0
virome_phage_2388	0
virome_phage_55	22.518446
virome_phage_2424	445.0778
virome_phage_746	0
virome_phage_900	0
total_phage_303	0
virome_phage_71	1.5655373
total_phage_363	2.1325283
virome_phage_2372	2.8868787
virome_phage_974	0
virome_phage_124	139.51068
total_phage_789	0
virome_phage_861	0
virome_phage_1467	0
total_phage_600	0
total_phage_362	4.763173
virome_phage_7	13.860135
virome_phage_2282	0
virome_phage_2237	0
total_phage_254	218.75648
total_phage_240	0
virome_phage_1541	0
total_phage_443	2.954634
virome_phage_2522	45.26272
total_phage_116	0
virome_phage_761	0
virome_phage_935	0
total_phage_935	1.8579509
virome_phage_2293	0
total_phage_934	0
virome_phage_868	0
virome_phage_9	0
total_phage_237	0
virome_phage_743	0
virome_phage_84	8.992799
virome_phage_908	0
virome_phage_5	2.3612323
virome_phage_789	0
virome_phage_109	0
virome_phage_1565	0
virome_phage_151	9.078668
virome_phage_904	0
virome_phage_837	0
virome_phage_63	0
virome_phage_10	49.165665
virome_phage_2269	14.900507
virome_phage_762	0
virome_phage_806	0
virome_phage_765	0
virome_phage_2294	0
virome_phage_123	6.746941
total_phage_307	10.68268
total_phage_929	0
virome_phage_1004	60.012024
total_phage_188	0
total_phage_616	0
virome_phage_811	0
virome_phage_65	11.262837
total_phage_804	6.0229273
virome_phage_807	0
virome_phage_745	0
virome_phage_24	4.9936304
virome_phage_979	0
virome_phage_828	0
total_phage_604	0
total_phage_517	0
total_phage_305	0
virome_phage_793	0
virome_phage_1154	0
virome_phage_2327	0
virome_phage_758	0
total_phage_653	0
total_phage_122	0
virome_phage_859	0
total_phage_111	0
virome_phage_939	0
virome_phage_196	3.5847785
virome_phage_813	0
virome_phage_750	0
total_phage_231	0
virome_phage_735	0
virome_phage_871	0
virome_phage_756	0
virome_phage_2295	0
virome_phage_18	6.1251945
total_phage_664	0
total_phage_299	0
virome_phage_1770	0
virome_phage_842	0
virome_phage_158	15.533199
virome_phage_820	0
total_phage_114	0
virome_phage_68	0
virome_phage_769	0
total_phage_106	5.2654333
virome_phage_145	1556.8226
virome_phage_788	0
virome_phage_751	0
virome_phage_2324	13.012345
total_phage_179	0
virome_phage_912	0
total_phage_697	0
total_phage_809	0
virome_phage_37	2.4733124
virome_phage_1142	0
virome_phage_189	1.737561
virome_phage_841	0
virome_phage_164	66.403885
total_phage_98	0
virome_phage_239	408.2664
total_phage_298	0
virome_phage_863	0
total_phage_497	0
total_phage_247	0
total_phage_745	2.5152988
virome_phage_172	1.6430697
virome_phage_25	63.395813
total_phage_743	112.66628
virome_phage_52	2.8206668
virome_phage_1109	0
total_phage_487	0
virome_phage_2360	5.8297987
total_phage_252	0
virome_phage_2385	0
virome_phage_783	0
total_phage_248	2.4810174
total_phage_244	0
virome_phage_739	6.2256813
virome_phage_2313	0
virome_phage_955	0
total_phage_791	0
total_phage_637	0
virome_phage_796	0
virome_phage_754	0
virome_phage_58	0
virome_phage_838	0
total_phage_501	0
virome_phage_827	0
virome_phage_51	39.545986
virome_phage_47	1.5685617
virome_phage_2290	4.2099895
total_phage_95	0
total_phage_118	0
virome_phage_2389	0
virome_phage_870	0
virome_phage_1032	51.46208
virome_phage_2239	0
virome_phage_112	20.0709
virome_phage_2268	0
virome_phage_303	347.3116
virome_phage_152	84.82352
virome_phage_79	8.8810835
virome_phage_2357	0
total_phage_293	0
total_phage_304	0
virome_phage_799	0
virome_phage_884	0
virome_phage_440	0
virome_phage_201	197.51154
virome_phage_2255	0
total_phage_797	4.00918
virome_phage_2280	11.974701
virome_phage_893	0
virome_phage_16	0
virome_phage_949	0
total_phage_232	0
virome_phage_803	0
virome_phage_66	7.9824824
total_phage_520	0
total_phage_782	4.0072265
virome_phage_914	0
virome_phage_786	0
virome_phage_787	0
virome_phage_144	5.7084293
total_phage_306	2.7317946
total_phage_176	0
total_phage_806	0
virome_phage_2275	0
virome_phage_906	0
