Genome	12_A_MEL_host_removed_R1_2800000.fq Trimmed Mean
virome_phage_46	13.297563
virome_phage_2315	30.356344
total_phage_417	6.19736
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	1.6578103
virome_phage_116	20.54759
virome_phage_752	0
total_phage_788	0
virome_phage_34	8.790061
virome_phage_2329	9.121186
total_phage_663	0
virome_phage_2402	0
virome_phage_2303	6.4666247
virome_phage_35	3.3104875
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	10.204152
virome_phage_770	0
virome_phage_846	11.978435
virome_phage_2380	0
virome_phage_2274	0
total_phage_730	13.127531
total_phage_786	0
virome_phage_49	4.7009783
total_phage_727	0
virome_phage_202	6.208071
virome_phage_901	0
total_phage_117	0
virome_phage_2345	0
virome_phage_812	0
virome_phage_142	18.634338
virome_phage_31	5.720293
virome_phage_181	725.82135
virome_phage_67	18.833736
virome_phage_855	0
virome_phage_898	0
virome_phage_48	13.493751
virome_phage_851	0
total_phage_9	0
virome_phage_41	3.7164118
total_phage_297	0
total_phage_360	3.7949722
total_phage_12	0
virome_phage_778	4.0707235
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	60.381927
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	23.77493
total_phage_696	0
virome_phage_275	219.62164
total_phage_731	34.146233
total_phage_930	0
virome_phage_2270	0
virome_phage_118	78.21546
total_phage_294	5.8698316
virome_phage_2398	0
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.3753414
virome_phage_792	4.588749
total_phage_175	7.942177
virome_phage_2254	0
virome_phage_2342	13.166898
total_phage_483	0
virome_phage_890	14.211066
virome_phage_2914	0
total_phage_413	148.0497
total_phage_512	0
virome_phage_2624	12.3248825
total_phage_113	0
virome_phage_42	2.6691735
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	6.194835
virome_phage_2312	0
total_phage_174	6.591627
virome_phage_117	6.2508755
virome_phage_77	8.019031
virome_phage_829	0
virome_phage_815	0
virome_phage_2333	0
virome_phage_2356	0
virome_phage_2343	42.921986
virome_phage_1849	0
virome_phage_960	819.11847
virome_phage_272	23.810572
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	1.970468
virome_phage_808	0
virome_phage_12	8.828866
virome_phage_866	0
virome_phage_56	1.6186544
virome_phage_50	0
virome_phage_2599	0
total_phage_500	0
total_phage_239	8.185978
total_phage_785	0
total_phage_783	0
virome_phage_22	3.9273725
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	48.250114
virome_phage_2401	423.8426
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	3.6803524
total_phage_18	180.90033
virome_phage_1236	0
virome_phage_2330	321.44415
virome_phage_153	13.932746
virome_phage_2465	0
virome_phage_14	3.8550134
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	10.571584
virome_phage_83	84.01784
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	130.01366
virome_phage_831	0
total_phage_735	0
total_phage_738	0
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	12.071768
virome_phage_843	0
virome_phage_2496	0
virome_phage_115	14.090493
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	0
virome_phage_860	0
virome_phage_32	3.0169456
virome_phage_798	0
virome_phage_91	27.218761
virome_phage_742	0
virome_phage_882	0
total_phage_416	0
virome_phage_791	0
total_phage_733	6.2545238
total_phage_102	3.2855914
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	13.596517
virome_phage_33	5.688253
virome_phage_740	6.1242704
virome_phage_2259	0
virome_phage_1199	471.56207
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	387.72836
virome_phage_1077	61.864635
virome_phage_804	0
virome_phage_69	18.564337
total_phage_1	7.522784
virome_phage_2298	0
virome_phage_23	19.297531
virome_phage_4	48.473957
virome_phage_875	0
total_phage_808	0
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	4.002866
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	2.3966668
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	0
virome_phage_826	0
virome_phage_839	0
virome_phage_86	18.53685
virome_phage_87	9.508783
virome_phage_2243	0
virome_phage_2530	0
total_phage_725	0
virome_phage_104	1.9537259
virome_phage_810	0
virome_phage_82	23.90119
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	0
virome_phage_760	0
total_phage_803	0
virome_phage_119	13.220304
total_phage_638	0
virome_phage_183	291.93924
total_phage_11	0
virome_phage_2285	0
virome_phage_3	1.4605929
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	301.26358
virome_phage_844	0
virome_phage_2912	0
total_phage_795	16.771269
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	6.5455604
virome_phage_80	1.4437178
virome_phage_878	0
virome_phage_2314	0
virome_phage_744	0
total_phage_100	13.046024
total_phage_308	1.8782834
virome_phage_932	0
virome_phage_39	5.3278065
virome_phage_19	3.4402955
total_phage_123	2.5184097
virome_phage_27	174.57286
virome_phage_78	15.704266
virome_phage_107	5.0478435
virome_phage_2411	60.650803
virome_phage_2310	0
virome_phage_2300	0
total_phage_488	0
virome_phage_2305	0
virome_phage_1286	0
total_phage_357	0
virome_phage_219	4.265677
virome_phage_75	2.5555947
virome_phage_76	38.9209
virome_phage_800	9.304274
virome_phage_915	0
virome_phage_97	3.0368106
total_phage_4	3.4998121
total_phage_636	0
total_phage_796	8.949119
total_phage_609	0
virome_phage_2288	9.327559
virome_phage_45	6.505167
virome_phage_2403	94.56095
virome_phage_753	0
total_phage_189	3.9797208
virome_phage_2281	0
virome_phage_2306	0
total_phage_453	0
total_phage_415	3.6722386
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	0
virome_phage_814	0
virome_phage_1155	0
virome_phage_1411	0
virome_phage_911	0
total_phage_364	4.437848
total_phage_368	3.3169522
total_phage_121	0
total_phage_692	0
virome_phage_1061	10.907173
virome_phage_2299	0
virome_phage_21	6.7687464
virome_phage_70	1.6615515
virome_phage_802	0
total_phage_112	51.11824
virome_phage_925	0
total_phage_358	0
virome_phage_2382	0
virome_phage_110	118.65167
total_phage_172	9.63831
virome_phage_1873	0
virome_phage_1006	56.178963
virome_phage_768	0
total_phage_666	0
total_phage_5	1.9394739
virome_phage_2304	7.2145205
total_phage_0	0
virome_phage_2339	12.813806
virome_phage_61	141.7006
total_phage_729	0
