Genome	7_A_MEL_host_removed_R1_3300000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	26.738161
total_phage_417	7.8876023
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	243.70554
virome_phage_752	0
total_phage_788	16.883873
virome_phage_34	0
virome_phage_2329	66.76023
total_phage_663	0
virome_phage_2402	4.168422
virome_phage_2303	88.09464
virome_phage_35	0
total_phage_249	0
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	23.31624
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	6.2305336
virome_phage_2274	51.85603
total_phage_730	82.61274
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	2.761754
virome_phage_2345	8.562464
virome_phage_812	0
virome_phage_142	3.8514237
virome_phage_31	0
virome_phage_181	0
virome_phage_67	75.36314
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	5.4230757
total_phage_12	0
virome_phage_778	10.682121
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	63.69231
total_phage_696	0
virome_phage_275	0
total_phage_731	154.21136
total_phage_930	3.7020743
virome_phage_2270	2.0843003
virome_phage_118	0
total_phage_294	5.0971746
virome_phage_2398	9.7916565
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	2.9944706
virome_phage_792	4.2446675
total_phage_175	10.810775
virome_phage_2254	0
virome_phage_2342	13.264351
total_phage_483	0
virome_phage_890	4.300829
virome_phage_2914	5.17147
total_phage_413	37.609913
total_phage_512	0
virome_phage_2624	3.5794256
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	4.817687
total_phage_174	0
virome_phage_117	8.318559
virome_phage_77	0
virome_phage_829	0
virome_phage_815	1.8856733
virome_phage_2333	3.1253784
virome_phage_2356	36.76955
virome_phage_2343	119.35276
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	2.552457
total_phage_500	0
total_phage_239	0
total_phage_785	4.3260646
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	473.50937
virome_phage_2401	3.2999017
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	5.126297
total_phage_18	0
virome_phage_1236	0
virome_phage_2330	1430.4377
virome_phage_153	122.56137
virome_phage_2465	74.72737
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	8.625759
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	3.4326475
virome_phage_831	10.615491
total_phage_735	6.2864256
total_phage_738	2.9301054
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	128.58131
virome_phage_843	0
virome_phage_2496	3.5486083
virome_phage_115	236.95258
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	35.090805
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	0
virome_phage_742	0
virome_phage_882	3.3890002
total_phage_416	0
virome_phage_791	0
total_phage_733	7.063506
total_phage_102	6.78067
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	33.355347
virome_phage_33	0
virome_phage_740	90.85861
virome_phage_2259	0
virome_phage_1199	57.123837
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	1741.1416
virome_phage_1077	0
virome_phage_804	0
virome_phage_69	0
total_phage_1	7.668002
virome_phage_2298	61.385273
virome_phage_23	0
virome_phage_4	19.695427
virome_phage_875	0
total_phage_808	15.568502
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	7.7964735
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	4.9574747
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	4.034309
virome_phage_826	0
virome_phage_839	0
virome_phage_86	0
virome_phage_87	0
virome_phage_2243	0
virome_phage_2530	1.6875696
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	156.24774
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	27.232246
virome_phage_760	0
total_phage_803	0
virome_phage_119	0
total_phage_638	0
virome_phage_183	329.7437
total_phage_11	0
virome_phage_2285	3.3611653
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	1.7577033
virome_phage_844	0
virome_phage_2912	4.10544
total_phage_795	32.07253
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	2.3952646
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	92.35015
virome_phage_744	0
total_phage_100	17.312937
total_phage_308	4.110927
virome_phage_932	0
virome_phage_39	0
virome_phage_19	0
total_phage_123	0
virome_phage_27	0
virome_phage_78	0
virome_phage_107	0
virome_phage_2411	8.236614
virome_phage_2310	40.38266
virome_phage_2300	12.376348
total_phage_488	0
virome_phage_2305	32.837673
virome_phage_1286	0
total_phage_357	0
virome_phage_219	0
virome_phage_75	0
virome_phage_76	0
virome_phage_800	27.811026
virome_phage_915	3.8740702
virome_phage_97	0
total_phage_4	2.7974648
total_phage_636	0
total_phage_796	27.0666
total_phage_609	0
virome_phage_2288	26.073246
virome_phage_45	0
virome_phage_2403	2.966564
virome_phage_753	0
total_phage_189	6.961223
virome_phage_2281	3.8998935
virome_phage_2306	3.9603822
total_phage_453	0
total_phage_415	0
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	2.3540378
virome_phage_814	0
virome_phage_1155	0
virome_phage_1411	0
virome_phage_911	0
total_phage_364	4.8425884
total_phage_368	0
total_phage_121	0
total_phage_692	0
virome_phage_1061	0
virome_phage_2299	19.451721
virome_phage_21	60.439022
virome_phage_70	0
virome_phage_802	0
total_phage_112	0
virome_phage_925	0
total_phage_358	0
virome_phage_2382	22.320837
virome_phage_110	0
total_phage_172	7.7305593
virome_phage_1873	0
virome_phage_1006	0
virome_phage_768	0
total_phage_666	0
total_phage_5	0
virome_phage_2304	9.666229
total_phage_0	2.9783509
virome_phage_2339	12.361662
virome_phage_61	0
total_phage_729	0
virome_phage_817	0
virome_phage_824	0
total_phage_694	0
virome_phage_734	0
virome_phage_1668	0
virome_phage_26	0
total_phage_371	6.709451
virome_phage_2347	8.016216
virome_phage_2355	17.789486
total_phage_449	2.137185
virome_phage_81	0
virome_phage_776	0
virome_phage_774	0
virome_phage_28	0
virome_phage_936	18.1194
virome_phage_160	0
virome_phage_101	0
virome_phage_2319	857.2638
virome_phage_57	0
virome_phage_2359	32.408123
virome_phage_909	6.440893
virome_phage_54	0
virome_phage_736	0
virome_phage_2301	2.77514
virome_phage_155	384.74524
virome_phage_2322	2.2845936
virome_phage_741	0
total_phage_233	4.857862
virome_phage_271	3.2989593
total_phage_471	0
total_phage_713	0
virome_phage_8	5.285338
total_phage_446	0
total_phage_794	0
virome_phage_88	27.148016
virome_phage_2272	9.827466
total_phage_611	0
virome_phage_794	0
virome_phage_2320	123.195015
virome_phage_176	7.9743943
total_phage_369	10.786588
virome_phage_154	0
virome_phage_73	0
virome_phage_862	0
total_phage_105	0
total_phage_605	0
virome_phage_2388	6.576418
virome_phage_55	0
virome_phage_2424	566.7197
virome_phage_746	0
virome_phage_900	0
total_phage_303	0
virome_phage_71	0
total_phage_363	0
virome_phage_2372	117.86997
virome_phage_974	0
virome_phage_124	0
total_phage_789	0
virome_phage_861	0
virome_phage_1467	0
total_phage_600	0
total_phage_362	10.553772
virome_phage_7	36.725456
virome_phage_2282	2.5375893
virome_phage_2237	0
total_phage_254	0
total_phage_240	0
virome_phage_1541	0
total_phage_443	3.9156477
virome_phage_2522	265.66742
total_phage_116	0
virome_phage_761	0
virome_phage_935	2.3513095
total_phage_935	2.6913054
virome_phage_2293	3.5145104
total_phage_934	3.0842185
virome_phage_868	0
virome_phage_9	0
total_phage_237	0
virome_phage_743	0
virome_phage_84	0
virome_phage_908	0
virome_phage_5	0
virome_phage_789	0
virome_phage_109	0
virome_phage_1565	0
virome_phage_151	0
virome_phage_904	0
virome_phage_837	0
virome_phage_63	0
virome_phage_10	102.16691
virome_phage_2269	4.985944
virome_phage_762	0
virome_phage_806	0
virome_phage_765	0
virome_phage_2294	10.653472
virome_phage_123	0
total_phage_307	18.744293
total_phage_929	0
