Genome	7_A_MEL_host_removed_R1_3500000.fq Trimmed Mean
virome_phage_46	0
virome_phage_2315	28.450516
total_phage_417	8.392342
virome_phage_835	0
virome_phage_997	0
total_phage_243	0
virome_phage_62	0
virome_phage_116	258.30035
virome_phage_752	0
total_phage_788	17.899729
virome_phage_34	0
virome_phage_2329	70.56469
total_phage_663	0
virome_phage_2402	4.385203
virome_phage_2303	93.57956
virome_phage_35	0
total_phage_249	2.3039494
total_phage_187	0
virome_phage_857	0
virome_phage_899	0
total_phage_526	0
virome_phage_876	24.847603
virome_phage_770	0
virome_phage_846	0
virome_phage_2380	6.7715664
virome_phage_2274	54.8304
total_phage_730	87.51
total_phage_786	0
virome_phage_49	0
total_phage_727	0
virome_phage_202	0
virome_phage_901	0
total_phage_117	2.9461977
virome_phage_2345	9.0995865
virome_phage_812	0
virome_phage_142	4.026394
virome_phage_31	0
virome_phage_181	0
virome_phage_67	79.840256
virome_phage_855	0
virome_phage_898	0
virome_phage_48	0
virome_phage_851	0
total_phage_9	0
virome_phage_41	0
total_phage_297	0
total_phage_360	5.744723
total_phage_12	0
virome_phage_778	11.257975
virome_phage_854	0
total_phage_639	0
virome_phage_864	0
virome_phage_993	0
total_phage_418	0
virome_phage_2263	0
total_phage_125	0
virome_phage_2368	67.317955
total_phage_696	0
virome_phage_275	0
total_phage_731	163.69908
total_phage_930	3.9777062
virome_phage_2270	2.2304478
virome_phage_118	0
total_phage_294	5.367813
virome_phage_2398	10.426935
total_phage_524	0
total_phage_787	0
virome_phage_1131	0
total_phage_366	0
virome_phage_766	0
total_phage_798	3.1946812
virome_phage_792	4.501696
total_phage_175	11.467915
virome_phage_2254	0
virome_phage_2342	14.130967
total_phage_483	0
virome_phage_890	4.5046797
virome_phage_2914	5.638863
total_phage_413	39.871304
total_phage_512	0
virome_phage_2624	3.7558618
total_phage_113	0
virome_phage_42	0
virome_phage_894	0
total_phage_104	0
virome_phage_1082	0
virome_phage_2235	0
virome_phage_2312	5.10733
total_phage_174	0
virome_phage_117	8.957469
virome_phage_77	0
virome_phage_829	0
virome_phage_815	2.0345392
virome_phage_2333	3.2788587
virome_phage_2356	38.834133
virome_phage_2343	127.05968
virome_phage_1849	0
virome_phage_960	0
virome_phage_272	0
virome_phage_1063	0
virome_phage_782	0
virome_phage_847	0
virome_phage_177	0
virome_phage_808	0
virome_phage_12	0
virome_phage_866	0
virome_phage_56	0
virome_phage_50	0
virome_phage_2599	2.6499171
total_phage_500	0
total_phage_239	0
total_phage_785	4.68374
total_phage_783	0
virome_phage_22	0
virome_phage_834	0
virome_phage_1507	0
virome_phage_2409	502.11957
virome_phage_2401	3.5328987
virome_phage_825	0
total_phage_658	0
virome_phage_913	0
total_phage_242	5.414147
total_phage_18	1.7968012
virome_phage_1236	0
virome_phage_2330	1517.9521
virome_phage_153	130.07045
virome_phage_2465	79.15903
virome_phage_14	0
virome_phage_1675	0
virome_phage_809	0
total_phage_737	0
total_phage_246	0
virome_phage_193	0
virome_phage_83	9.253108
virome_phage_749	0
total_phage_820	0
virome_phage_780	0
virome_phage_797	0
virome_phage_2323	3.6451828
virome_phage_831	11.289591
total_phage_735	6.6418223
total_phage_738	3.1250393
virome_phage_833	0
virome_phage_881	0
total_phage_479	0
virome_phage_759	136.41103
virome_phage_843	0
virome_phage_2496	3.683002
virome_phage_115	250.74277
total_phage_650	0
virome_phage_903	0
total_phage_711	0
virome_phage_819	36.91409
virome_phage_860	0
virome_phage_32	0
virome_phage_798	0
virome_phage_91	0
virome_phage_742	0
virome_phage_882	3.5826552
total_phage_416	0
virome_phage_791	0
total_phage_733	7.4395595
total_phage_102	7.2529984
total_phage_454	0
virome_phage_98	0
virome_phage_784	0
virome_phage_2278	35.456776
virome_phage_33	0
virome_phage_740	96.27876
virome_phage_2259	0
virome_phage_1199	59.790188
virome_phage_1279	0
virome_phage_764	0
virome_phage_821	0
total_phage_2	0
virome_phage_795	0
total_phage_451	0
total_phage_437	0
virome_phage_2407	1848.7715
virome_phage_1077	0
virome_phage_804	0
virome_phage_69	0
total_phage_1	8.161542
virome_phage_2298	64.91226
virome_phage_23	0
virome_phage_4	20.855293
virome_phage_875	0
total_phage_808	16.514887
virome_phage_94	0
virome_phage_1217	0
total_phage_370	0
total_phage_462	0
virome_phage_858	8.327962
virome_phage_818	0
virome_phage_1117	0
total_phage_927	0
virome_phage_891	5.445951
virome_phage_781	0
virome_phage_773	0
virome_phage_2286	4.239289
virome_phage_826	0
virome_phage_839	0
virome_phage_86	0
virome_phage_87	0
virome_phage_2243	0
virome_phage_2530	1.919247
total_phage_725	0
virome_phage_104	0
virome_phage_810	0
virome_phage_82	165.8362
total_phage_518	0
virome_phage_848	0
total_phage_3	0
virome_phage_2335	29.182186
virome_phage_760	0
total_phage_803	0
virome_phage_119	3.8351057
total_phage_638	0
virome_phage_183	349.89465
total_phage_11	0
virome_phage_2285	3.5827644
virome_phage_3	0
virome_phage_1813	0
total_phage_926	0
virome_phage_852	0
virome_phage_748	0
virome_phage_36	1.8751272
virome_phage_844	0
virome_phage_2912	4.263161
total_phage_795	33.897366
virome_phage_1092	0
virome_phage_822	0
total_phage_92	0
total_phage_799	2.5284586
virome_phage_80	0
virome_phage_878	0
virome_phage_2314	97.84787
virome_phage_744	0
total_phage_100	18.405079
total_phage_308	4.3636546
virome_phage_932	0
virome_phage_39	0
virome_phage_19	1.4562147
total_phage_123	0
virome_phage_27	0
virome_phage_78	0
virome_phage_107	0
virome_phage_2411	8.8394985
virome_phage_2310	43.028328
virome_phage_2300	13.057822
total_phage_488	0
virome_phage_2305	34.49816
virome_phage_1286	0
total_phage_357	0
virome_phage_219	0
virome_phage_75	0
virome_phage_76	0
virome_phage_800	29.353165
virome_phage_915	4.088634
virome_phage_97	0
total_phage_4	2.998936
total_phage_636	0
total_phage_796	28.601425
total_phage_609	0
virome_phage_2288	27.618484
virome_phage_45	0
virome_phage_2403	3.1347933
virome_phage_753	0
total_phage_189	7.373159
virome_phage_2281	4.1507835
virome_phage_2306	4.1884017
total_phage_453	0
total_phage_415	0
virome_phage_1446	0
total_phage_178	0
virome_phage_2296	2.4953153
