24_B_IMP.fasta,902
25_B_IMP.fasta,367
26_B_IMP.fasta,491
30_B_IMP.fasta,5233
31_B_IMP.fasta,1689
32_B_IMP.fasta,2886
3_B_IMP.fasta,325
4_B_IMP.fasta,1777
5_B_IMP.fasta,665
1_B_IMP.fasta,2
22_B_IMP.fasta,17
28_B_IMP.fasta,18
10_A_MEL.fasta,2448
13_A_MEL.fasta,2186
14_A_MEL.fasta,1059
15_A_MEL.fasta,1358
18_A_MEL.fasta,2702
19_A_MEL.fasta,1793
20_A_MEL.fasta,1343
8_A_MEL.fasta,1198
9_A_MEL.fasta,2528
12_A_MEL.fasta,1092
17_A_MEL.fasta,2034
7_A_MEL.fasta,1152
