12_A_MEL,735
17_A_MEL,1502
1_B_IMP,1
22_B_IMP,16
28_B_IMP,15
7_A_MEL,646
10_A_MEL,111
13_A_MEL,76
14_A_MEL,55
15_A_MEL,61
18_A_MEL,65
19_A_MEL,45
20_A_MEL,40
24_B_IMP,29
25_B_IMP,18
26_B_IMP,24
30_B_IMP,62
31_B_IMP,18
32_B_IMP,32
3_B_IMP,27
4_B_IMP,40
5_B_IMP,26
8_A_MEL,61
9_A_MEL,148
